,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.6,0.8059785962104797,0.8141721487045288,0.9193875789642334,17.407583236694336,5.535111904144287,4.158502101898193,2.8089725971221924,4.63567259481975,0.9234797954559326
