epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1013,0.0146,0.0661,0.1172,0.0339,0.0516,0.1886,0.0307,0.0513,0.0000,0.0000,0.0245
1,0.1567,0.0117,0.2233,0.1758,0.0442,0.1566,0.1886,0.0307,0.3392,0.0000,0.0000,0.3722
2,0.1533,0.0091,0.5716,0.1825,0.0419,0.3575,0.1800,0.0162,0.5604,0.0001,0.0035,0.6055
3,0.1444,0.0125,0.8189,0.1609,0.0462,0.5098,0.1274,0.0307,0.5361,0.0002,0.0000,0.5788
4,0.1506,0.0118,0.8264,0.1065,0.0459,0.5220,0.2883,0.0223,0.6409,0.3802,0.0004,0.6656
5,0.4456,0.0309,0.7994,0.2930,0.0249,0.5079,0.3623,0.0539,0.5898,0.4878,0.0437,0.6207
6,0.5787,0.2237,0.7792,0.3919,0.1417,0.5001,0.4826,0.2741,0.5893,0.6326,0.2783,0.6359
7,0.6677,0.5855,0.8585,0.4649,0.3872,0.5856,0.5343,0.5863,0.7678,0.7094,0.6184,0.8080
8,0.7340,0.7604,0.9003,0.4927,0.5296,0.6430,0.4062,0.5591,0.6907,0.5425,0.5810,0.7307
9,0.7286,0.7705,0.9058,0.4800,0.5411,0.6509,0.5388,0.6231,0.7475,0.7177,0.6622,0.8012
10,0.7947,0.8170,0.9252,0.5208,0.6040,0.6925,0.5216,0.6845,0.7838,0.6518,0.7251,0.8188
11,0.7034,0.7459,0.8950,0.4767,0.5400,0.6605,0.5526,0.6298,0.7541,0.6858,0.6592,0.8091
12,0.7847,0.8152,0.9303,0.5286,0.6038,0.6939,0.5979,0.6893,0.8076,0.7178,0.7386,0.8547
13,0.8299,0.8401,0.9382,0.5472,0.6252,0.7076,0.5767,0.6560,0.7921,0.7019,0.7032,0.8466
14,0.8690,0.8489,0.9398,0.5704,0.6242,0.7079,0.5829,0.6822,0.8046,0.7136,0.7323,0.8580
15,0.8023,0.8246,0.9325,0.5287,0.6064,0.6930,0.5774,0.6435,0.7731,0.6867,0.6859,0.8260
16,0.8122,0.8320,0.9342,0.5329,0.6123,0.6980,0.5262,0.6562,0.7728,0.5942,0.7076,0.8466
17,0.7998,0.8169,0.9279,0.5209,0.6132,0.6958,0.6029,0.7174,0.8103,0.7095,0.7577,0.8578
18,0.8799,0.8588,0.9448,0.5860,0.6471,0.7272,0.6101,0.6869,0.8089,0.7087,0.7354,0.8718
19,0.8259,0.8281,0.9313,0.5564,0.6249,0.7178,0.5541,0.6587,0.7872,0.6505,0.7010,0.8466
20,0.8166,0.8269,0.9344,0.5620,0.6345,0.7297,0.5979,0.6390,0.7736,0.7288,0.6865,0.8369
21,0.8808,0.8574,0.9454,0.5898,0.6542,0.7411,0.6346,0.7110,0.8075,0.7459,0.7534,0.8663
22,0.8432,0.8375,0.9333,0.5661,0.6278,0.7148,0.5769,0.6765,0.7931,0.7251,0.7152,0.8362
23,0.8577,0.8485,0.9416,0.6157,0.6508,0.7345,0.6652,0.7061,0.8061,0.7506,0.7571,0.8724
24,0.9091,0.8692,0.9491,0.6317,0.6676,0.7573,0.6611,0.6768,0.8015,0.7428,0.7277,0.8673
25,0.8947,0.8652,0.9489,0.6336,0.6702,0.7518,0.5496,0.7107,0.7904,0.6315,0.7641,0.8665
26,0.8985,0.8691,0.9503,0.6378,0.6614,0.7502,0.6421,0.6942,0.8030,0.7584,0.7469,0.8593
27,0.7633,0.7940,0.9222,0.5532,0.6096,0.7089,0.6014,0.7008,0.8144,0.7182,0.7505,0.8760
28,0.8808,0.8541,0.9462,0.6238,0.6670,0.7550,0.6556,0.7122,0.8098,0.7351,0.7673,0.8713
29,0.8993,0.8698,0.9485,0.6558,0.6870,0.7763,0.6395,0.7194,0.8225,0.7203,0.7758,0.8870
30,0.8955,0.8659,0.9466,0.6373,0.6778,0.7644,0.5288,0.4927,0.6748,0.6558,0.5237,0.7266
31,0.8132,0.8107,0.9243,0.5824,0.6308,0.7234,0.6197,0.7318,0.8341,0.7054,0.7698,0.8846
32,0.8926,0.8657,0.9483,0.6471,0.6773,0.7699,0.6209,0.7423,0.8369,0.7230,0.7890,0.8875
33,0.9064,0.8743,0.9504,0.6574,0.6808,0.7711,0.6241,0.7247,0.8249,0.7087,0.7822,0.8914
34,0.8836,0.8655,0.9459,0.6380,0.6688,0.7626,0.5223,0.6120,0.7442,0.5904,0.6450,0.8059
35,0.8088,0.8126,0.9308,0.5876,0.6392,0.7382,0.6546,0.7005,0.8129,0.7802,0.7499,0.8674
36,0.8927,0.8659,0.9497,0.6548,0.7016,0.7852,0.6685,0.7204,0.8203,0.7765,0.7770,0.8923
37,0.9037,0.8744,0.9501,0.6553,0.6928,0.7795,0.6333,0.7363,0.8233,0.7147,0.7953,0.8936
38,0.8457,0.8506,0.9437,0.6287,0.6737,0.7742,0.5170,0.6819,0.8031,0.6086,0.7231,0.8523
39,0.8690,0.8527,0.9456,0.6418,0.6774,0.7738,0.6560,0.6917,0.7990,0.7629,0.7386,0.8546
40,0.8668,0.8539,0.9419,0.6422,0.6757,0.7651,0.5783,0.6896,0.7840,0.7318,0.7380,0.8529
41,0.8491,0.8441,0.9393,0.6445,0.6810,0.7713,0.6551,0.7418,0.8324,0.7820,0.7940,0.8945
42,0.8882,0.8656,0.9487,0.6510,0.6869,0.7830,0.6698,0.7172,0.8147,0.7898,0.7812,0.8909
43,0.9130,0.8790,0.9534,0.6672,0.6807,0.7764,0.6582,0.7104,0.8239,0.7747,0.7717,0.8935
44,0.9142,0.8800,0.9542,0.6652,0.6903,0.7830,0.6599,0.7251,0.8264,0.7908,0.7799,0.8919
45,0.9119,0.8817,0.9552,0.6575,0.6919,0.7872,0.6741,0.6992,0.8048,0.7925,0.7558,0.8766
46,0.8044,0.8102,0.9235,0.6072,0.6412,0.7529,0.6366,0.6887,0.8152,0.7534,0.7442,0.8896
47,0.8753,0.8568,0.9457,0.6578,0.6866,0.7843,0.6745,0.7414,0.8438,0.7889,0.7886,0.9019
48,0.9044,0.8763,0.9534,0.6704,0.6974,0.7943,0.6765,0.7262,0.8281,0.8037,0.7762,0.8775
49,0.9000,0.8805,0.9550,0.6685,0.6915,0.7848,0.6559,0.7321,0.8283,0.7761,0.7853,0.8941
50,0.9079,0.8814,0.9535,0.6808,0.7060,0.7990,0.6480,0.7509,0.8390,0.7911,0.8035,0.9018
51,0.9177,0.8851,0.9562,0.6680,0.6961,0.7886,0.6662,0.7162,0.8238,0.7797,0.7685,0.8922
52,0.9094,0.8836,0.9571,0.6698,0.6937,0.7878,0.6274,0.7015,0.8002,0.7802,0.7622,0.8692
53,0.7895,0.8057,0.9268,0.5857,0.6373,0.7389,0.6622,0.7243,0.8263,0.7851,0.7868,0.8961
54,0.8851,0.8677,0.9513,0.6520,0.6900,0.7778,0.6762,0.7280,0.8257,0.7656,0.7811,0.8912
55,0.9094,0.8802,0.9549,0.6602,0.6900,0.7820,0.6306,0.6439,0.7737,0.7299,0.7345,0.8750
56,0.9104,0.8782,0.9548,0.6618,0.6915,0.7945,0.6709,0.7330,0.8259,0.7725,0.7963,0.9032
57,0.8570,0.8574,0.9454,0.6253,0.6681,0.7733,0.6237,0.5494,0.7170,0.7231,0.6040,0.7737
58,0.8386,0.8447,0.9395,0.6228,0.6681,0.7648,0.6866,0.7225,0.8227,0.7961,0.7908,0.9052
59,0.9014,0.8777,0.9541,0.6578,0.6924,0.7876,0.6631,0.7126,0.8309,0.7884,0.7791,0.9061
60,0.8907,0.8788,0.9551,0.6689,0.6904,0.7861,0.6678,0.6938,0.8179,0.7816,0.7593,0.8821
61,0.9183,0.8868,0.9576,0.6652,0.6957,0.7889,0.6709,0.7145,0.8290,0.7795,0.7742,0.9033
62,0.9218,0.8899,0.9580,0.6595,0.6980,0.7952,0.6523,0.7236,0.8283,0.7701,0.7891,0.9040
63,0.9031,0.8883,0.9571,0.6610,0.6949,0.7940,0.6563,0.7151,0.8285,0.7605,0.7850,0.8984
64,0.8617,0.8603,0.9508,0.6427,0.6870,0.7863,0.6742,0.6879,0.8133,0.7873,0.7429,0.8752
65,0.8962,0.8807,0.9555,0.6635,0.6928,0.7938,0.6841,0.7162,0.8279,0.7929,0.7844,0.9033
66,0.9160,0.8888,0.9590,0.6819,0.6926,0.7923,0.6872,0.7257,0.8154,0.7981,0.7926,0.9000
67,0.8335,0.8439,0.9403,0.6138,0.6675,0.7654,0.6741,0.7305,0.8330,0.7937,0.7782,0.8819
