,ensemble,model_0,model_1
DSC0,0.9974108934402466,0.9972047805786133,0.9972661137580872
DSC1,0.7146403789520264,0.6878859996795654,0.6952739953994751
DSC2,0.7708654403686523,0.7582849860191345,0.7617976069450378
DSC3,0.8559492230415344,0.8495608568191528,0.8529642820358276
