,ensemble,model_0,model_1
DSC0,0.0012980331666767597,0.0012652281438931823,0.0013109915889799595
DSC1,0.1648714542388916,0.16482941806316376,0.16259829699993134
DSC2,0.08470210433006287,0.07089800387620926,0.09002936631441116
DSC3,0.06440386921167374,0.050874292850494385,0.0785900354385376
