,0,1,2,3
0,0.99791265,1.0,0.69083583,0.83698875
1,0.99725837,0.883925,0.8740978,0.88638073
2,0.997204,0.8725637,0.8994323,0.93202525
3,0.9975021,0.90805787,0.8839428,0.94752854
4,0.99740106,0.8333333,0.8821989,0.95526695
5,0.9985377,0.72062665,0.8821482,0.9554656
6,0.9990937,0.6666667,0.87952524,0.94212216
7,0.9983136,1.2987013e-10,0.7255814,0.88349515
8,0.99882615,1.0,0.709434,0.8996188
9,0.9984856,0.9512,0.8449549,0.95610785
10,0.99801373,0.8992248,0.83458024,0.942217
11,0.9988461,0.9514673,0.83425415,0.9525504
12,0.9987868,0.8959276,0.8454746,0.9537037
13,0.996837,0.28507796,0.7262411,0.9114471
14,0.99731314,5.319149e-11,0.57058823,0.78571427
15,0.9899057,1.0,0.24761905,2.283105e-11
16,0.9969594,0.901983,0.78654385,0.7773852
17,0.9969725,0.8316994,0.8604336,0.76111114
18,0.9965387,0.74660075,0.7764525,0.63385355
19,0.9960904,5.1546392e-11,0.7638767,0.67966574
20,0.99195987,1.2987013e-10,0.4117647,0.6436782
21,0.9948601,2.4390243e-10,0.50143266,0.6771653
22,0.99621695,1.0,0.36233953,1.923077e-10
23,0.9985942,1.0,5.4347825e-11,1.0
24,0.99790925,1.0,0.6437029,0.8745247
25,0.9930715,0.30892858,0.8324873,0.8907285
26,0.99755836,0.7984906,0.8954984,0.9403606
27,0.99681574,0.51768035,0.85136324,0.9348659
28,0.9987773,0.22105263,0.8647541,0.8895349
29,0.9986563,8.547008e-11,0.83116883,0.8952654
30,0.99936324,1.0,0.7758945,0.80851066
31,1.0,1.0,1.0,1.0
32,0.9871153,6.684492e-12,0.7903494,0.9411765
33,0.9939141,0.81375515,0.86833143,0.89375
34,0.99044096,0.75055385,0.88951206,0.94289696
35,0.9965829,0.8528769,0.8981582,0.9396411
36,0.9982839,0.91096455,0.8810215,0.9249762
37,0.99752903,0.8399519,0.87915653,0.9425287
38,0.9984356,0.8931677,0.8718929,0.9119718
39,0.9953944,2.0920501e-11,0.6635731,0.75
40,0.9998932,7.142857e-10,1.0,1.0
41,0.99393624,1.0,2.570694e-11,2.4937656e-11
42,0.9986201,1.0,0.8154724,0.95665175
43,0.9980255,5.3475935e-11,0.69302326,0.8590604
44,0.988759,0.54247177,0.7988304,0.949747
45,0.99764013,0.91905856,0.8746638,0.96019596
46,0.9977102,0.9345925,0.876915,0.96713024
47,0.9978356,0.92139554,0.85780615,0.9650572
48,0.99789685,0.91108984,0.8309677,0.95795375
49,0.99868846,0.906815,0.88461536,0.9649195
50,0.9988589,0.8917526,0.8164384,0.96440876
51,0.99820423,0.76345843,0.690367,0.89285713
52,0.9950407,5.1546392e-11,0.7175667,0.9154334
53,0.9973859,0.93180186,0.8331617,0.9659033
54,0.99739623,0.9212329,0.8434864,0.971862
55,0.9976437,0.8497217,0.8589681,0.96608007
56,0.9982159,0.8937551,0.8471666,0.9726626
57,0.997426,0.27222222,0.8007013,0.95906764
58,0.99709445,3.7453183e-11,0.84453493,0.9685743
59,0.99677354,2.5e-10,0.5314438,0.9162517
60,0.9919477,1.0,2.2075055e-11,1.6835016e-11
61,0.99770594,1.0,4.56621e-11,1.2345679e-10
62,0.9981868,0.9633131,0.87418544,0.96909094
63,0.996936,0.9264814,0.8178516,0.94820064
64,0.9976147,0.93867487,0.86409736,0.9683232
65,0.9985589,0.9502229,0.84705883,0.96721846
66,0.99861145,0.92155725,0.8442146,0.9615076
67,0.9983444,0.79926336,0.8163885,0.9517544
68,0.9976786,0.456621,0.78842676,0.9362069
69,0.9996236,1.0,0.7876289,0.86567163
70,0.9983876,1.0,3.4482758e-10,5.4945055e-11
71,0.99877566,1.0,0.75091577,0.87741935
72,0.9982959,0.8968466,0.87288135,0.9120235
73,0.9991295,0.9437939,0.8717949,0.9307479
