,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.5,0.7989357709884644,0.8113353848457336,0.9149384498596193,16.83234977722168,6.044355869293213,3.942517995834351,3.0771594047546387,4.631656093256814,0.9218792915344238
