,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.5,0.7930319905281067,0.8023030161857605,0.9098924696445465,26.967254638671875,9.508069515228271,6.970341920852661,4.8978352546691895,7.264104115111487,0.9218792915344238
