epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0557,0.0425,0.1081,0.0539,0.0403,0.0793,0.0932,0.0315,0.2264,0.0521,0.0288,0.2394
1,0.1113,0.1317,0.3386,0.0686,0.1274,0.2280,0.1139,0.2813,0.2707,0.1238,0.2915,0.2910
2,0.1965,0.3502,0.2219,0.1272,0.3145,0.1843,0.1646,0.3351,0.2173,0.2008,0.3461,0.2423
3,0.2682,0.3669,0.4092,0.1717,0.2969,0.3046,0.1687,0.2460,0.4419,0.2307,0.2557,0.4846
4,0.3132,0.0885,0.5547,0.2164,0.0657,0.3265,0.2347,0.0083,0.3792,0.2582,0.0088,0.4060
5,0.3233,0.0078,0.6184,0.2181,0.0152,0.3666,0.2638,0.0177,0.5124,0.3246,0.0193,0.5491
6,0.3624,0.1572,0.7104,0.2293,0.0950,0.4323,0.2645,0.1314,0.4950,0.2526,0.1373,0.5434
7,0.3508,0.3912,0.8264,0.2336,0.2376,0.5321,0.3250,0.2438,0.6399,0.3114,0.2637,0.6929
8,0.3911,0.4816,0.8733,0.2548,0.2778,0.5696,0.2321,0.4597,0.6943,0.3013,0.4813,0.7727
9,0.4655,0.5525,0.8680,0.3163,0.3294,0.5534,0.4930,0.5600,0.7020,0.6453,0.5912,0.7608
10,0.6596,0.7377,0.9006,0.4300,0.4840,0.6154,0.4394,0.5610,0.6962,0.5869,0.5980,0.7472
11,0.6817,0.7760,0.9147,0.4623,0.5412,0.6751,0.4652,0.5426,0.6956,0.6808,0.5664,0.7476
12,0.7361,0.8214,0.9333,0.4999,0.5732,0.6896,0.5481,0.6619,0.7908,0.6903,0.7121,0.8497
13,0.7850,0.8346,0.9352,0.5247,0.5886,0.7159,0.5521,0.6784,0.7988,0.7299,0.7189,0.8571
14,0.7158,0.7865,0.9170,0.5036,0.5621,0.6888,0.5742,0.6743,0.7944,0.7224,0.7216,0.8602
15,0.7900,0.8402,0.9377,0.5482,0.5990,0.7146,0.6276,0.6541,0.7811,0.7468,0.7018,0.8480
16,0.8313,0.8506,0.9434,0.5708,0.6051,0.7157,0.5820,0.6627,0.7947,0.7243,0.7052,0.8534
17,0.7700,0.8129,0.9259,0.4952,0.5679,0.6857,0.4766,0.4782,0.6607,0.6294,0.5179,0.7340
18,0.7249,0.7802,0.9149,0.5006,0.5579,0.6741,0.4601,0.5527,0.7099,0.6143,0.5941,0.7810
19,0.7895,0.8090,0.9266,0.5438,0.5932,0.7037,0.6382,0.6565,0.7719,0.7654,0.7082,0.8432
20,0.8410,0.8502,0.9423,0.5886,0.6309,0.7427,0.6234,0.6866,0.7972,0.7549,0.7404,0.8706
21,0.8469,0.8541,0.9427,0.5845,0.6383,0.7357,0.6150,0.6717,0.7953,0.7585,0.7169,0.8503
22,0.8164,0.8220,0.9271,0.5551,0.6022,0.7014,0.5794,0.6629,0.7784,0.7469,0.7123,0.8339
23,0.7860,0.8246,0.9348,0.5466,0.6079,0.7164,0.6008,0.6402,0.7802,0.6902,0.6961,0.8650
24,0.8523,0.8549,0.9443,0.5938,0.6374,0.7335,0.6412,0.6851,0.8000,0.7755,0.7450,0.8722
25,0.8855,0.8695,0.9487,0.6154,0.6355,0.7444,0.6657,0.6817,0.8014,0.7844,0.7367,0.8618
26,0.8859,0.8715,0.9493,0.6127,0.6429,0.7457,0.6545,0.6992,0.8183,0.7959,0.7596,0.8821
27,0.8816,0.8670,0.9476,0.6229,0.6367,0.7418,0.6086,0.6674,0.7858,0.7331,0.7219,0.8384
28,0.8346,0.8459,0.9377,0.5752,0.6137,0.7181,0.4211,0.3931,0.5853,0.5297,0.4186,0.6299
29,0.7678,0.8018,0.9218,0.5714,0.6096,0.7227,0.6240,0.7118,0.8105,0.7605,0.7600,0.8663
30,0.8638,0.8589,0.9469,0.6402,0.6692,0.7622,0.6466,0.7110,0.8147,0.7638,0.7686,0.8833
31,0.8956,0.8730,0.9505,0.6228,0.6574,0.7552,0.6746,0.7186,0.8169,0.7949,0.7739,0.8794
32,0.8932,0.8755,0.9519,0.6514,0.6727,0.7707,0.6253,0.7021,0.8041,0.7670,0.7586,0.8740
