,ensemble,model_0,model_1
DSC0,0.9970729947090149,0.9970220327377319,0.9969295859336853
DSC1,0.685643196105957,0.6885250806808472,0.6763628721237183
DSC2,0.7464803457260132,0.7408888339996338,0.7400256991386414
DSC3,0.8482680320739746,0.8357824087142944,0.8479869961738586
