,ensemble,model_0,model_1
DSC0,0.0026671551167964935,0.002563373651355505,0.0027351886965334415
DSC1,0.3698584735393524,0.3607291877269745,0.38237982988357544
DSC2,0.27129149436950684,0.26067686080932617,0.2585470378398895
DSC3,0.26588761806488037,0.2817442715167999,0.24959884583950043
