epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0920,0.0152,0.0613,0.0945,0.0240,0.0450,0.1886,0.0307,0.0396,0.0000,0.0000,0.0001
1,0.1575,0.0112,0.1153,0.1812,0.0413,0.0962,0.1842,0.0307,0.2356,0.0000,0.0000,0.2562
2,0.1201,0.0101,0.4424,0.1538,0.0382,0.2727,0.1843,0.0269,0.3499,0.0001,0.0007,0.3873
3,0.1263,0.0091,0.5174,0.1625,0.0341,0.3102,0.1843,0.0223,0.4321,0.0001,0.0003,0.4716
4,0.1301,0.0128,0.6522,0.1513,0.0427,0.3902,0.1755,0.0307,0.5856,0.0000,0.0000,0.6385
5,0.1170,0.0174,0.7701,0.1133,0.0283,0.4802,0.0900,0.0237,0.5250,0.0376,0.0210,0.5736
6,0.3976,0.1545,0.7851,0.2517,0.0887,0.4960,0.3175,0.2579,0.6002,0.3868,0.2734,0.6375
7,0.6106,0.5719,0.8564,0.4074,0.3532,0.5712,0.3558,0.5109,0.6671,0.5260,0.5396,0.7156
8,0.7083,0.7440,0.9065,0.4690,0.4910,0.6314,0.4754,0.5002,0.7130,0.6115,0.5256,0.7664
9,0.6910,0.7399,0.8960,0.4608,0.4783,0.6122,0.5295,0.5902,0.7301,0.6820,0.6293,0.7839
10,0.7566,0.8039,0.9247,0.5094,0.5509,0.6586,0.5354,0.6109,0.7527,0.6726,0.6577,0.8189
11,0.7784,0.8056,0.9291,0.5029,0.5601,0.6644,0.5579,0.6791,0.7771,0.6837,0.7191,0.8352
12,0.7855,0.8098,0.9268,0.4946,0.5561,0.6522,0.5407,0.5943,0.7631,0.6840,0.6309,0.8173
13,0.7985,0.8191,0.9322,0.5080,0.5704,0.6767,0.5701,0.5759,0.7396,0.6845,0.6184,0.7798
14,0.7967,0.8029,0.9225,0.5068,0.5783,0.6799,0.5143,0.5951,0.7397,0.6211,0.6372,0.7926
15,0.7727,0.8057,0.9251,0.5098,0.5618,0.6645,0.5665,0.6699,0.7850,0.7262,0.7233,0.8411
16,0.8363,0.8450,0.9384,0.5318,0.5922,0.6774,0.6005,0.6441,0.7851,0.7216,0.6950,0.8471
