,0,1,2,3
0,0.99771416,0.819619,0.82026964,0.81186783
1,0.99840766,0.8675832,0.87608904,0.92436856
2,0.99793863,0.8172811,0.80070287,0.8103122
3,0.99493736,0.6856645,0.77596915,0.90605396
4,0.99829394,0.92812103,0.86414623,0.9646444
5,0.99678653,0.86242265,0.7914172,0.87916034
6,0.9984198,0.94478697,0.9034081,0.96733403
7,0.99787927,0.8215713,0.8798534,0.91746485
8,0.9979018,0.9125979,0.83934903,0.9477305
9,0.9981166,0.9024015,0.87569356,0.96261525
10,0.99638253,0.88851446,0.8443939,0.94498116
11,0.9974395,0.852537,0.80958784,0.9563961
12,0.9976642,0.8374563,0.82771516,0.89609283
13,0.9982646,0.8777499,0.78069526,0.91888857
14,0.9948061,0.6735896,0.6608299,0.76351017
15,0.9988044,0.9220317,0.8955766,0.9604194
16,0.9966988,0.8540778,0.76585233,0.92171633
17,0.99563235,0.7679017,0.8474462,0.92747486
18,0.9983273,0.91537136,0.8050429,0.9328956
19,0.99723125,0.8465956,0.85824406,0.9517715
20,0.99775755,0.922481,0.82531613,0.94713634
21,0.9962637,0.7242798,0.80347854,0.8872864
22,0.99679005,0.82000613,0.78537583,0.9406713
23,0.9977122,0.6815941,0.8371766,0.8987701
24,0.99565923,0.35508597,0.7864017,0.9405075
