,ensemble,model_0,model_1
DSC0,0.9973955154418945,0.9971956610679626,0.9972661137580872
DSC1,0.7108398079872131,0.6787047982215881,0.6952739357948303
DSC2,0.7695960402488708,0.7571765184402466,0.7617976069450378
DSC3,0.8570764660835266,0.8501343727111816,0.852964460849762
