,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_reramp0.0,0.8279404640197754,0.8338363170623779,0.9239330291748048,15.442647933959961,5.336624622344972,3.7789809703826895,2.908392906188965,4.2931937490190775,0.9129559993743896
