,ensemble,model_0,model_1
DSC0,0.0010412395931780338,0.001083454000763595,0.0011227846844121814
DSC1,0.1266898363828659,0.1319146305322647,0.12493827939033508
DSC2,0.05358455702662468,0.05598706379532814,0.051536675542593
DSC3,0.049415986984968185,0.05442525073885918,0.051977235823869705
