,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_reramp0.0,0.8178078532218933,0.8218071758747101,0.9168266355991364,23.527273178100586,9.250664710998535,6.479156017303467,4.75102686882019,6.652080348559788,0.9129559993743896
