,ensemble,model_0,model_1
DSC0,0.9974151849746704,0.9972177147865295,0.9972730875015259
DSC1,0.8279404640197754,0.8155628442764282,0.8200528621673584
DSC2,0.8338363170623779,0.8212131261825562,0.822401225566864
DSC3,0.9239330291748047,0.9184504747390747,0.915202796459198
HD0,15.442647933959961,23.36436653137207,23.6901798248291
HD1,5.336624622344971,8.815353393554688,9.685976028442383
HD2,3.7789809703826904,6.324435234069824,6.633876800537109
HD3,2.908392906188965,4.678658485412598,4.823395252227783
