,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_ramp0.8,0.8174056410789491,0.8357421159744263,0.9208000302314758,14.557430267333984,5.325596809387207,3.877318382263184,2.994345426559448,4.1898055246898105,0.9218212366104126
