,ensemble,model_0,model_1
DSC0,0.001012621563859284,0.0010634722420945764,0.0010656752856448293
DSC1,0.1268417090177536,0.1328626424074173,0.13143938779830933
DSC2,0.054638758301734924,0.048329442739486694,0.06389234215021133
DSC3,0.057322438806295395,0.0685533657670021,0.05926942825317383
