epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0603,0.0272,0.0117,0.0000,0.0000,0.0000,0.1139,0.0180,0.0233,0.0072,0.0006,0.0015
1,0.0796,0.1501,0.0140,0.0000,0.0000,0.0000,0.0821,0.3253,0.0220,0.0631,0.3441,0.0000
2,0.1613,0.3348,0.0115,0.0000,0.0000,0.0000,0.1554,0.3742,0.0264,0.2103,0.3799,0.0002
3,0.2114,0.3534,0.0263,0.0000,0.0000,0.0000,0.2182,0.2566,0.0397,0.1805,0.2580,0.0002
4,0.2559,0.3523,0.0401,0.0000,0.0000,0.0000,0.2667,0.3629,0.0398,0.2988,0.3793,0.0003
5,0.2745,0.3721,0.0190,0.0000,0.0000,0.0000,0.2825,0.3498,0.0309,0.3091,0.3750,0.0000
6,0.2994,0.3935,0.0414,0.0000,0.0000,0.0000,0.2974,0.4811,0.0263,0.2811,0.4879,0.0000
7,0.3588,0.4216,0.0530,0.0000,0.0000,0.0000,0.3261,0.4448,0.0653,0.4148,0.4468,0.0749
8,0.3954,0.4477,0.0308,0.0000,0.0000,0.0000,0.3831,0.4241,0.0284,0.4336,0.4354,0.0018
9,0.4986,0.4711,0.0141,0.0000,0.0000,0.0000,0.5640,0.4535,0.0354,0.7293,0.4952,0.0002
10,0.6143,0.4881,0.0213,0.0000,0.0000,0.0000,0.4387,0.3558,0.0540,0.5585,0.3901,0.0216
11,0.6452,0.4950,0.0114,0.0000,0.0000,0.0000,0.5850,0.4980,0.0025,0.7341,0.5093,0.0015
12,0.6634,0.5102,0.0143,0.0000,0.0000,0.0000,0.6062,0.4733,0.0279,0.7778,0.4967,0.0039
13,0.6964,0.5062,0.0184,0.0000,0.0000,0.0000,0.6438,0.4823,0.0274,0.7910,0.5141,0.0031
14,0.6841,0.4788,0.2170,0.0000,0.0000,0.0000,0.6377,0.3630,0.6280,0.7610,0.3724,0.6931
15,0.6972,0.4206,0.6450,0.0000,0.0000,0.0000,0.6398,0.3875,0.6741,0.7710,0.4154,0.7385
16,0.6901,0.4942,0.6691,0.0000,0.0000,0.0000,0.6900,0.5201,0.7105,0.8014,0.5514,0.7625
17,0.6810,0.6036,0.7121,0.0000,0.0000,0.0000,0.6630,0.5717,0.7369,0.7974,0.6127,0.7919
18,0.7313,0.7107,0.7888,0.0000,0.0000,0.0000,0.6779,0.7253,0.7787,0.8405,0.7715,0.8545
19,0.7048,0.7151,0.7957,0.0000,0.0000,0.0000,0.6681,0.7109,0.7835,0.7897,0.7545,0.8401
20,0.7177,0.7430,0.8035,0.0000,0.0000,0.0000,0.6554,0.7249,0.8127,0.8128,0.7761,0.8666
21,0.7425,0.7456,0.8077,0.0000,0.0000,0.0000,0.6343,0.7283,0.8098,0.7762,0.7765,0.8738
22,0.7125,0.7240,0.8050,0.0000,0.0000,0.0000,0.6518,0.7342,0.8072,0.8030,0.7744,0.8532
23,0.7304,0.7426,0.8057,0.0000,0.0000,0.0000,0.7067,0.7577,0.8121,0.8253,0.8029,0.8722
24,0.7247,0.7491,0.8116,0.0000,0.0000,0.0000,0.6928,0.6879,0.8042,0.8328,0.7097,0.8600
25,0.7479,0.7625,0.8260,0.0000,0.0000,0.0000,0.6369,0.7333,0.8327,0.6796,0.7787,0.8740
26,0.7546,0.7544,0.8145,0.0000,0.0000,0.0000,0.6901,0.7357,0.8160,0.8469,0.7835,0.8696
27,0.7839,0.7703,0.8277,0.0000,0.0000,0.0000,0.7021,0.7531,0.8262,0.8372,0.7988,0.8716
28,0.7603,0.7639,0.8240,0.0000,0.0000,0.0000,0.6466,0.7268,0.7983,0.8184,0.7763,0.8661
29,0.7534,0.7650,0.8323,0.0000,0.0000,0.0000,0.7184,0.7549,0.8190,0.8403,0.7978,0.8679
30,0.7762,0.7686,0.8305,0.0000,0.0000,0.0000,0.6426,0.7722,0.8378,0.7897,0.8152,0.8835
31,0.7401,0.7590,0.8271,0.0000,0.0000,0.0000,0.6815,0.7112,0.8024,0.8137,0.7583,0.8481
32,0.7493,0.7671,0.8356,0.0000,0.0000,0.0000,0.6740,0.7567,0.8113,0.8158,0.8043,0.8605
33,0.7542,0.7828,0.8385,0.0000,0.0000,0.0000,0.6649,0.7731,0.8194,0.8141,0.8254,0.8870
34,0.7405,0.7652,0.8316,0.0000,0.0000,0.0000,0.7003,0.7441,0.8123,0.8283,0.7889,0.8569
