,0,1,2,3
0,0.99484116,2.6246718e-11,0.82878643,0.9164208
1,0.9974541,0.916856,0.85170555,0.7776366
2,0.9984389,0.911032,0.8852702,0.83979326
3,0.9970534,0.7288136,0.8638195,0.8055556
4,0.9936687,2.1276595e-11,0.81675833,0.7965368
5,0.98882926,5.050505e-11,8.795075e-12,8.849557e-11
6,0.99107087,1.1764706e-10,9.560229e-12,3.4482758e-10
7,0.99354225,7.692308e-10,1.2077295e-11,1.0
8,0.99587077,1.0,1.8552876e-11,1.0
9,1.0,1.0,1.0,1.0
10,0.98989725,8.4674e-12,0.87723094,0.93172693
11,0.9985165,0.9444444,0.91203934,0.951004
12,0.9985965,0.6020067,0.8915663,0.9
13,0.99892247,0.6951567,0.85552865,0.88247424
14,0.99843496,0.019512195,0.80680436,0.8648649
15,0.9966548,5.952381e-11,4.3103448e-11,2.7027028e-10
16,0.9987952,0.95230126,0.88845783,0.9216447
17,0.99860555,0.9258266,0.90710384,0.9411765
18,0.9985379,0.9105609,0.89843357,0.93690854
19,0.9982915,0.867374,0.918481,0.944206
20,0.9987889,0.8774929,0.92249733,0.94726366
21,0.9991148,0.87316424,0.93718165,0.96544033
22,0.99888897,0.8340675,0.9231645,0.92995167
23,0.9987852,0.7739307,0.89123267,0.9226006
24,0.99291945,1.0,0.527897,0.48639455
25,0.99666876,0.84790874,0.83454895,0.815822
26,0.9976602,0.84644765,0.8707391,0.76495135
27,0.9966013,0.7591743,0.8136347,0.7354651
28,0.99568564,5.1546392e-11,0.8126541,0.764
29,0.9979583,0.1754386,0.87609076,0.81764704
30,0.99809897,1.2345679e-10,0.8647186,0.69924814
31,0.9970203,1.0,0.5290482,2.0408163e-10
32,0.9985942,1.0,5.4347825e-11,1.0
33,0.99854046,0.9724138,0.908284,0.96577084
34,0.998159,0.96563405,0.912872,0.9800842
35,0.998301,0.95395756,0.93997896,0.98376626
36,0.9977499,0.90964884,0.9319166,0.97426796
37,0.99864066,0.93465525,0.9278257,0.97712415
38,0.9987804,0.9021387,0.9140668,0.97193766
39,0.9985139,0.85741997,0.83505154,0.9668435
40,0.9991829,0.8464978,0.89849246,0.9545958
41,0.99902666,1.0,0.83166516,0.88718927
42,0.995722,0.62598705,0.91290325,0.9270833
43,0.9984569,0.88920057,0.9096672,0.9483961
44,0.9985189,0.7787611,0.88168275,0.9475101
45,0.9968687,0.44117647,0.8863869,0.9131653
46,0.9958718,2.3752968e-11,0.8239609,0.95567864
47,0.999647,1.0,0.8659794,0.81609195
48,0.9981297,1.0,0.81117535,0.87733644
49,0.99676114,0.86902446,0.86960065,0.90145147
50,0.99782664,0.87436676,0.9140412,0.96
51,0.99769133,0.8778626,0.91963303,0.9489489
52,0.99793845,0.84021544,0.9222586,0.97417504
53,0.9985522,0.70422536,0.8859813,0.94694424
54,0.99914783,0.39583334,0.87604225,0.93522906
55,0.998461,1.923077e-10,0.7025365,0.8600939
56,0.99856246,1.0,0.68197477,0.8883436
57,0.9984006,0.972316,0.890625,0.97349983
58,0.99758613,0.9380575,0.9017456,0.9714912
59,0.99799776,0.9431294,0.897,0.9791667
60,0.998721,0.945221,0.89023715,0.9759584
61,0.9987384,0.93303066,0.87648904,0.9656843
62,0.9987145,0.8886941,0.8676358,0.9666119
63,0.99840254,0.6037736,0.864,0.94663167
64,0.9992623,4e-10,0.82745826,0.9417989
65,0.98253405,1.2820513e-11,1.447178e-11,1.283697e-11
66,0.9984162,0.95518935,0.8634605,0.9581305
67,0.9984808,0.9527778,0.87615347,0.94926625
68,0.9982106,0.90179,0.8597858,0.96735394
69,0.99810106,0.9000812,0.8729839,0.960961
70,0.99829596,0.8141593,0.8459959,0.9324645
71,0.9978889,0.012269938,0.8586956,0.9270449
72,0.99934745,3.3333333e-10,0.8948276,0.96533793
73,0.99939257,1.0,0.7217742,0.8854369
74,0.9993205,1.0,1.3157894e-10,7.692308e-10
75,0.99738824,0.8857462,0.90346205,0.94218826
76,0.998291,0.94773793,0.8888889,0.94298464
77,0.99786717,0.90205926,0.8872497,0.9511335
78,0.9986544,0.85996056,0.88188976,0.93845344
79,0.9987591,0.87358683,0.87062526,0.87310195
80,0.99884206,0.75449103,0.9021794,0.95931995
81,0.9989815,0.6896552,0.8923077,0.9202088
82,0.9980644,8.547008e-11,0.864,0.91133004
83,0.9988281,1.0,0.78924733,0.89908254
84,0.99895036,1.0,0.5680191,0.6363636
85,0.99646676,0.84827584,0.82912457,0.8812698
86,0.9975444,0.9363271,0.86693877,0.9392882
87,0.9974526,0.9093117,0.8429673,0.9160893
88,0.9962023,0.8330804,0.7603018,0.9316509
89,0.9944133,0.26337448,0.6828283,0.94525546
90,0.9960147,2.7247956e-11,0.79790026,0.95702004
91,0.9956113,2.570694e-11,0.7044632,0.947839
92,0.9974133,1.0,0.25396827,0.012987013
93,0.9958631,1.0,3.7037037e-11,3.7037037e-11
94,0.99853396,1.0,0.80731547,0.95916075
95,0.9978951,5.3475935e-11,0.6650124,0.8967742
96,0.98510873,0.23295711,0.7927928,0.9479378
97,0.99789494,0.92994744,0.8854626,0.96878827
98,0.99844915,0.94351465,0.91346157,0.9782677
99,0.99816626,0.9325052,0.8880995,0.97640765
100,0.9985062,0.94545454,0.8414239,0.95958185
101,0.99889493,0.92506814,0.89349115,0.97687626
102,0.9987252,0.90186125,0.80382776,0.95529145
103,0.9986402,0.84577113,0.76670575,0.9102703
104,1.0,1.0,1.0,1.0
105,0.98517364,5.6625143e-12,0.8526228,0.9628154
106,0.9938769,0.8252087,0.8757526,0.9165764
107,0.9909349,0.76432264,0.90442383,0.95616436
108,0.99795085,0.9331533,0.9067358,0.9488
109,0.997885,0.932416,0.8707865,0.93459713
110,0.99845076,0.94257855,0.84723246,0.9550562
111,0.9983792,0.92344785,0.86096257,0.95862067
112,0.9948973,2.0920501e-11,0.5336927,0.6315789
113,0.9998932,7.142857e-10,1.0,1.0
114,0.9979205,1.0,2.5e-10,4.3103448e-11
115,0.9952292,2.020202e-11,0.82363164,0.9220918
116,0.99844354,0.9171908,0.8605963,0.9004208
117,0.9988075,0.93962944,0.80172414,0.9009009
118,0.99912596,0.93134326,0.8804921,0.96050954
119,0.9990622,0.69948184,0.8538117,0.92673993
120,0.99815285,9.615385e-11,0.6499261,0.7202216
121,0.9980354,1.0,4.3103448e-11,4e-10
122,0.99723804,6.060606e-11,0.8224076,0.9549262
123,0.99847806,0.9658513,0.9040954,0.9657632
124,0.99764127,0.9606726,0.8349337,0.9457944
125,0.9975373,0.9374631,0.85209924,0.9376226
126,0.99747664,0.92700213,0.86786115,0.96244323
127,0.9983419,0.9101419,0.8874011,0.97115386
128,0.99846786,0.88617885,0.8409836,0.9637306
129,0.9987675,0.8604899,0.86947584,0.9607438
130,0.99755913,5.1546392e-11,0.5141509,0.5232558
131,0.9951962,2.7247956e-11,0.86462283,0.9175329
132,0.9958285,0.82526314,0.8674893,0.8924485
133,0.9958655,0.74883413,0.8610894,0.9066478
134,0.99553645,0.768738,0.8405502,0.9083601
135,0.9920196,0.74186045,0.6878307,0.8315565
136,0.99695545,0.70364964,0.7679892,0.82881004
137,0.99677557,0.41666666,0.71794873,0.75
138,0.99775153,1.7241379e-10,0.8407517,0.8017429
139,0.99786776,2.5641025e-10,0.75268817,0.8484849
140,0.9991652,1.0,0.7392197,5.5555555e-10
141,0.9968109,6.4935064e-11,0.85674644,0.8557692
142,0.9969987,0.83201265,0.87288946,0.92739034
143,0.997851,0.39635536,0.852657,0.9573195
144,0.99776447,0.22727273,0.85395116,0.95646393
145,0.9940135,0.038235296,0.73348266,0.9692308
146,0.993657,1.7271157e-11,0.6178248,0.95935553
147,0.9942251,2.0120725e-11,0.72943175,0.9627534
148,1.0,1.0,1.0,1.0
149,0.9984707,0.96749085,0.91844815,0.9703773
150,0.9979365,0.9588036,0.9150592,0.98053277
151,0.99762756,0.9120838,0.90258324,0.96225965
152,0.9983956,0.89548385,0.90390575,0.96433663
153,0.9975512,0.78918916,0.84322345,0.95328623
154,0.9975066,0.7150127,0.8855205,0.97506493
155,0.9979508,0.7259953,0.9020747,0.97973996
156,0.99910784,0.77575755,0.92169315,0.9813401
157,0.99911743,1.0,0.88259107,0.96067053
158,0.999221,1.0,0.8285024,0.9303905
159,0.9980382,0.94299674,0.8150422,0.94846433
160,0.99830437,0.95268476,0.7832939,0.93815637
161,0.9989255,0.9518282,0.8604444,0.9637243
162,0.9988566,0.90467626,0.8515057,0.9655172
163,0.9984713,0.72696817,0.8328612,0.93348116
164,0.996603,5.319149e-11,0.36764705,0.3448276
165,0.99290395,0.8574871,0.909935,0.9670518
166,0.9964426,0.91780305,0.9216047,0.9717742
167,0.9965821,0.93095964,0.87712806,0.94920397
168,0.99768066,0.9421023,0.8666667,0.94753575
169,0.99821377,0.93721974,0.8814086,0.97019714
170,0.9982167,0.9089038,0.8253742,0.95305467
171,0.99412346,0.3500456,0.27886322,0.60834014
172,0.9984212,0.9546649,0.89744824,0.96805894
173,0.9989477,0.96813905,0.92431563,0.9756398
174,0.9985863,1.0,0.123222746,1.0
175,0.998814,0.9230769,0.9481883,0.97547686
176,0.9985451,0.9017735,0.9339623,0.9775312
177,0.9985308,0.90374875,0.9303161,0.98334795
178,0.99859256,0.86713284,0.9295039,0.9793351
