,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.5,0.8030149340629578,0.7853251993656158,0.8987173140048981,29.306501388549805,9.438768863677979,6.915359735488892,4.644328594207764,7.541716575622559,0.9179516434669496
