epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0525,0.0543,0.1746,0.0472,0.0527,0.1212,0.0888,0.1046,0.2680,0.0689,0.1091,0.2812
1,0.1512,0.3149,0.3606,0.1000,0.2574,0.2647,0.1532,0.3082,0.4435,0.2009,0.3248,0.4999
2,0.2684,0.0826,0.6264,0.1765,0.0570,0.3766,0.2362,0.0185,0.5353,0.2752,0.0010,0.5888
3,0.3400,0.0560,0.7002,0.2102,0.0334,0.4101,0.2491,0.1207,0.4869,0.2935,0.1234,0.5209
4,0.3619,0.2480,0.7863,0.2265,0.1349,0.4836,0.2548,0.3540,0.6648,0.3164,0.3752,0.7283
5,0.3408,0.5498,0.8559,0.2300,0.3564,0.5768,0.2419,0.4745,0.7133,0.2935,0.5225,0.7981
6,0.5718,0.7662,0.9166,0.3838,0.5059,0.6539,0.4634,0.6384,0.7615,0.6626,0.6760,0.8267
7,0.6770,0.7592,0.9086,0.4411,0.5085,0.6426,0.4100,0.5985,0.7509,0.5431,0.6386,0.8155
8,0.7273,0.8070,0.9273,0.4801,0.5514,0.6636,0.5221,0.5775,0.7230,0.6754,0.6340,0.8047
9,0.7340,0.7940,0.9192,0.4850,0.5438,0.6644,0.5483,0.6025,0.7518,0.6835,0.6333,0.8091
10,0.7760,0.8320,0.9377,0.5274,0.5806,0.6868,0.5670,0.6730,0.8015,0.6763,0.7222,0.8531
11,0.8058,0.8478,0.9421,0.5362,0.5958,0.6966,0.6073,0.6984,0.7951,0.7467,0.7468,0.8546
12,0.7718,0.8056,0.9239,0.5018,0.5639,0.6813,0.5093,0.6009,0.7682,0.6506,0.6395,0.8144
13,0.7688,0.8084,0.9281,0.5254,0.5802,0.6913,0.4947,0.6149,0.7535,0.5982,0.6681,0.8110
14,0.8053,0.8410,0.9408,0.5400,0.6035,0.6964,0.6051,0.6217,0.7591,0.7176,0.6687,0.8093
15,0.7906,0.8206,0.9300,0.5293,0.5897,0.6914,0.6049,0.6767,0.7972,0.6757,0.7245,0.8520
16,0.8429,0.8452,0.9398,0.5643,0.6094,0.7078,0.6132,0.6548,0.7852,0.7369,0.7109,0.8441
17,0.8557,0.8579,0.9412,0.5649,0.6251,0.7121,0.5990,0.6960,0.8039,0.7082,0.7541,0.8588
18,0.7777,0.8011,0.9240,0.5247,0.5753,0.6811,0.5740,0.6784,0.8003,0.6798,0.7244,0.8440
19,0.8547,0.8538,0.9447,0.5844,0.6202,0.7139,0.5988,0.6997,0.8083,0.6904,0.7496,0.8553
20,0.8592,0.8638,0.9475,0.5759,0.6265,0.7209,0.5951,0.6774,0.7658,0.7392,0.7344,0.8439
21,0.8219,0.8242,0.9319,0.5451,0.6064,0.7069,0.6362,0.6441,0.7705,0.7588,0.7049,0.8434
22,0.8558,0.8521,0.9413,0.5815,0.6364,0.7257,0.6246,0.6980,0.8070,0.7260,0.7651,0.8727
23,0.8920,0.8728,0.9493,0.6121,0.6498,0.7437,0.6339,0.6918,0.8157,0.7377,0.7479,0.8795
24,0.8770,0.8704,0.9484,0.6115,0.6568,0.7458,0.6378,0.7103,0.8235,0.7590,0.7681,0.8798
25,0.8780,0.8682,0.9492,0.6027,0.6559,0.7463,0.6129,0.6855,0.7821,0.7228,0.7295,0.8349
26,0.7731,0.8073,0.9229,0.5412,0.6039,0.7084,0.6166,0.7009,0.8112,0.7425,0.7570,0.8761
27,0.8800,0.8636,0.9485,0.6338,0.6619,0.7524,0.6394,0.7106,0.8196,0.7543,0.7640,0.8842
28,0.8982,0.8756,0.9507,0.6389,0.6674,0.7648,0.6544,0.6937,0.8029,0.7587,0.7585,0.8856
29,0.8969,0.8752,0.9514,0.6423,0.6779,0.7754,0.6443,0.7108,0.8066,0.7804,0.7693,0.8731
30,0.8069,0.8198,0.9316,0.5908,0.6338,0.7385,0.5947,0.6578,0.7982,0.6598,0.7019,0.8519
31,0.8413,0.8510,0.9428,0.5949,0.6495,0.7430,0.6079,0.6458,0.7505,0.7232,0.6904,0.8089
32,0.8726,0.8594,0.9454,0.6305,0.6682,0.7556,0.6680,0.7212,0.8366,0.7910,0.7709,0.8868
33,0.9077,0.8787,0.9527,0.6460,0.6804,0.7714,0.6719,0.7318,0.8418,0.7847,0.7918,0.8971
34,0.8272,0.8382,0.9380,0.5760,0.6317,0.7341,0.6413,0.6781,0.8097,0.7767,0.7226,0.8669
35,0.8516,0.8570,0.9447,0.6262,0.6756,0.7707,0.6470,0.7131,0.8186,0.7611,0.7678,0.8786
36,0.9054,0.8806,0.9523,0.6698,0.6963,0.7933,0.6336,0.6969,0.8135,0.7513,0.7577,0.8795
37,0.9085,0.8846,0.9523,0.6481,0.6894,0.7784,0.6670,0.6994,0.8166,0.8012,0.7581,0.8734
38,0.8891,0.8788,0.9525,0.6534,0.6908,0.7833,0.4708,0.6350,0.7929,0.6307,0.7116,0.8639
39,0.8228,0.8299,0.9339,0.5921,0.6436,0.7421,0.6541,0.7113,0.8199,0.7767,0.7768,0.9001
40,0.8982,0.8787,0.9498,0.6479,0.6845,0.7812,0.6556,0.7157,0.8320,0.7798,0.7814,0.9012
41,0.8847,0.8760,0.9496,0.6495,0.6827,0.7808,0.5920,0.6749,0.7876,0.6977,0.7267,0.8333
42,0.8512,0.8426,0.9352,0.6139,0.6735,0.7700,0.6479,0.7035,0.8173,0.7797,0.7623,0.8861
43,0.9061,0.8853,0.9546,0.6591,0.6812,0.7846,0.6559,0.7211,0.8232,0.7826,0.7799,0.8937
44,0.9160,0.8908,0.9549,0.6594,0.6800,0.7803,0.6420,0.7079,0.8180,0.7637,0.7716,0.8852
45,0.9175,0.8920,0.9554,0.6497,0.6917,0.7905,0.6219,0.7045,0.8200,0.7289,0.7678,0.8870
46,0.8316,0.8423,0.9366,0.6119,0.6620,0.7625,0.6354,0.7408,0.8384,0.7672,0.7930,0.9028
47,0.9021,0.8833,0.9537,0.6572,0.6933,0.7909,0.6405,0.6992,0.8054,0.7558,0.7546,0.8799
48,0.9092,0.8882,0.9548,0.6571,0.6861,0.7908,0.6526,0.7054,0.8314,0.7721,0.7614,0.8929
49,0.8850,0.8753,0.9488,0.6386,0.6718,0.7758,0.5360,0.6741,0.7764,0.6721,0.7188,0.8291
50,0.8211,0.8370,0.9376,0.6086,0.6665,0.7661,0.6382,0.7293,0.8368,0.7411,0.7765,0.8964
51,0.8990,0.8826,0.9539,0.6469,0.6902,0.7884,0.6436,0.7059,0.8179,0.7576,0.7657,0.8935
