,ensemble,model_0,model_1
DSC0,0.9968898892402649,0.9967451095581055,0.9967362284660339
DSC1,0.6618649959564209,0.6666444540023804,0.6481590270996094
DSC2,0.7219457030296326,0.7154539823532104,0.7157151699066162
DSC3,0.8349142670631409,0.8444266319274902,0.8136835694313049
