epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0557,0.0425,0.1081,0.0000,0.0000,0.0000,0.0844,0.0162,0.2118,0.0417,0.0125,0.2268
1,0.1113,0.1317,0.3386,0.0000,0.0000,0.0000,0.1137,0.2640,0.2180,0.1130,0.2732,0.2273
2,0.1965,0.3502,0.2219,0.0000,0.0000,0.0000,0.1481,0.2795,0.1583,0.1446,0.2901,0.1594
3,0.2682,0.3669,0.4092,0.0000,0.0000,0.0000,0.1693,0.2049,0.4285,0.1612,0.2130,0.4690
4,0.3132,0.0885,0.5547,0.0000,0.0000,0.0000,0.2329,0.0086,0.4301,0.2090,0.0094,0.4614
5,0.3220,0.0083,0.6190,0.0000,0.0000,0.0000,0.2457,0.0258,0.5649,0.2876,0.0235,0.6086
6,0.3597,0.1564,0.7135,0.0000,0.0000,0.0000,0.2238,0.1028,0.5685,0.1695,0.0972,0.6091
7,0.3464,0.3888,0.8211,0.0000,0.0000,0.0000,0.2315,0.2708,0.6006,0.1882,0.2864,0.6413
8,0.3690,0.4674,0.8677,0.0000,0.0000,0.0000,0.2442,0.4101,0.6646,0.3098,0.4451,0.7399
9,0.6018,0.5548,0.8570,0.0000,0.0000,0.0000,0.4790,0.6435,0.7596,0.6589,0.6758,0.8284
10,0.6783,0.7702,0.9160,0.0000,0.0000,0.0000,0.5238,0.5673,0.6708,0.6763,0.6176,0.7639
11,0.6926,0.7691,0.9079,0.0000,0.0000,0.0000,0.3562,0.5412,0.6795,0.5161,0.6014,0.7738
12,0.7015,0.7955,0.9184,0.0000,0.0000,0.0000,0.4466,0.6224,0.7126,0.5624,0.6682,0.7835
13,0.7696,0.8257,0.9339,0.0000,0.0000,0.0000,0.5095,0.6575,0.7810,0.6975,0.7040,0.8534
14,0.7685,0.8296,0.9364,0.0000,0.0000,0.0000,0.4992,0.6331,0.7714,0.6581,0.6819,0.8318
15,0.7721,0.8324,0.9355,0.0000,0.0000,0.0000,0.5040,0.4914,0.5873,0.6672,0.5509,0.6722
16,0.7205,0.7887,0.9146,0.0000,0.0000,0.0000,0.5122,0.5724,0.7308,0.5925,0.6109,0.7910
17,0.7841,0.8262,0.9319,0.0000,0.0000,0.0000,0.5523,0.6485,0.7630,0.6184,0.7087,0.8256
18,0.8382,0.8529,0.9434,0.0000,0.0000,0.0000,0.5578,0.6289,0.7491,0.6432,0.6853,0.8200
19,0.8224,0.8560,0.9443,0.0000,0.0000,0.0000,0.5751,0.6769,0.7933,0.7404,0.7248,0.8615
20,0.8033,0.8349,0.9378,0.0000,0.0000,0.0000,0.2753,0.6263,0.7156,0.2708,0.6592,0.7593
21,0.7693,0.8010,0.9195,0.0000,0.0000,0.0000,0.6020,0.6523,0.7487,0.7338,0.6999,0.8109
22,0.7915,0.8089,0.9251,0.0000,0.0000,0.0000,0.5140,0.5827,0.7538,0.6332,0.6431,0.8307
23,0.8107,0.8304,0.9346,0.0000,0.0000,0.0000,0.6048,0.6271,0.7807,0.6763,0.6709,0.8371
24,0.8688,0.8588,0.9457,0.0000,0.0000,0.0000,0.6176,0.6732,0.7896,0.6897,0.7238,0.8587
25,0.8717,0.8652,0.9485,0.0000,0.0000,0.0000,0.6293,0.6671,0.7896,0.6892,0.7155,0.8502
26,0.8883,0.8721,0.9488,0.0000,0.0000,0.0000,0.6218,0.6754,0.7904,0.7074,0.7326,0.8597
27,0.8634,0.8533,0.9407,0.0000,0.0000,0.0000,0.5778,0.6615,0.7756,0.6203,0.7100,0.8319
28,0.8413,0.8386,0.9335,0.0000,0.0000,0.0000,0.3072,0.1437,0.2625,0.2325,0.1461,0.2797
29,0.7509,0.7992,0.9257,0.0000,0.0000,0.0000,0.2035,0.2890,0.4000,0.1495,0.3061,0.4215
30,0.7971,0.8186,0.9317,0.0000,0.0000,0.0000,0.6311,0.6829,0.8032,0.6940,0.7295,0.8764
31,0.8696,0.8612,0.9471,0.0000,0.0000,0.0000,0.6352,0.6504,0.7679,0.7203,0.7109,0.8566
32,0.8945,0.8709,0.9500,0.0000,0.0000,0.0000,0.6091,0.6374,0.7625,0.6505,0.7035,0.8606
33,0.8926,0.8728,0.9498,0.0000,0.0000,0.0000,0.6208,0.6472,0.7727,0.7016,0.7024,0.8520
34,0.8863,0.8780,0.9527,0.0000,0.0000,0.0000,0.5849,0.6329,0.7750,0.6086,0.7038,0.8608
35,0.8953,0.8743,0.9488,0.0000,0.0000,0.0000,0.6019,0.6635,0.7788,0.6479,0.7164,0.8548
36,0.8352,0.8348,0.9358,0.0000,0.0000,0.0000,0.4916,0.5720,0.6029,0.6279,0.6265,0.7066
37,0.8218,0.8278,0.9351,0.0000,0.0000,0.0000,0.5921,0.6771,0.7741,0.7294,0.7295,0.8462
38,0.8361,0.8481,0.9423,0.0000,0.0000,0.0000,0.6353,0.6556,0.7762,0.6815,0.7139,0.8388
39,0.8963,0.8714,0.9487,0.0000,0.0000,0.0000,0.5554,0.6607,0.7766,0.5584,0.7162,0.8380
40,0.9027,0.8780,0.9516,0.0000,0.0000,0.0000,0.6083,0.6889,0.7842,0.6481,0.7441,0.8504
41,0.8496,0.8445,0.9338,0.0000,0.0000,0.0000,0.4670,0.6371,0.7712,0.4937,0.6778,0.8263
42,0.7789,0.8136,0.9236,0.0000,0.0000,0.0000,0.5616,0.6607,0.7626,0.5766,0.7022,0.8310
43,0.8228,0.8460,0.9412,0.0000,0.0000,0.0000,0.5953,0.6757,0.7769,0.6292,0.7264,0.8366
44,0.8891,0.8742,0.9489,0.0000,0.0000,0.0000,0.6187,0.6922,0.7960,0.6734,0.7470,0.8499
45,0.8995,0.8832,0.9538,0.0000,0.0000,0.0000,0.6148,0.6850,0.7945,0.6679,0.7352,0.8471
46,0.8968,0.8827,0.9527,0.0000,0.0000,0.0000,0.5758,0.6828,0.7867,0.6197,0.7290,0.8482
47,0.9040,0.8822,0.9497,0.0000,0.0000,0.0000,0.6204,0.6644,0.7707,0.6726,0.7251,0.8344
48,0.8970,0.8810,0.9522,0.0000,0.0000,0.0000,0.5461,0.6770,0.7873,0.6390,0.7188,0.8431
49,0.8305,0.8436,0.9423,0.0000,0.0000,0.0000,0.5568,0.6511,0.7901,0.6205,0.7128,0.8602
50,0.7915,0.8067,0.9223,0.0000,0.0000,0.0000,0.5902,0.6680,0.7754,0.7319,0.7189,0.8356
51,0.8230,0.8522,0.9410,0.0000,0.0000,0.0000,0.6288,0.6904,0.7892,0.6545,0.7388,0.8513
52,0.8890,0.8776,0.9537,0.0000,0.0000,0.0000,0.6258,0.6962,0.7786,0.7018,0.7557,0.8433
53,0.9033,0.8862,0.9536,0.0000,0.0000,0.0000,0.6087,0.6935,0.7957,0.6623,0.7545,0.8507
54,0.9116,0.8917,0.9550,0.0000,0.0000,0.0000,0.6295,0.6944,0.8002,0.6867,0.7460,0.8579
55,0.9068,0.8896,0.9558,0.0000,0.0000,0.0000,0.6356,0.6927,0.7961,0.6986,0.7479,0.8503
56,0.8896,0.8829,0.9553,0.0000,0.0000,0.0000,0.4230,0.6443,0.7476,0.5208,0.6796,0.8120
57,0.7895,0.8198,0.9309,0.0000,0.0000,0.0000,0.4686,0.6687,0.7815,0.5838,0.7299,0.8533
58,0.8558,0.8657,0.9484,0.0000,0.0000,0.0000,0.6033,0.6600,0.7571,0.7200,0.7302,0.8438
59,0.8881,0.8826,0.9545,0.0000,0.0000,0.0000,0.6179,0.7060,0.7964,0.6558,0.7666,0.8689
60,0.9153,0.8911,0.9552,0.0000,0.0000,0.0000,0.6199,0.7110,0.7837,0.6722,0.7733,0.8514
61,0.9201,0.8948,0.9576,0.0000,0.0000,0.0000,0.6359,0.7057,0.8013,0.6651,0.7648,0.8661
62,0.9156,0.8984,0.9576,0.0000,0.0000,0.0000,0.6340,0.6945,0.8065,0.7418,0.7562,0.8713
63,0.8592,0.8591,0.9412,0.0000,0.0000,0.0000,0.4126,0.5647,0.7183,0.5501,0.6024,0.7801
64,0.7781,0.8097,0.9258,0.0000,0.0000,0.0000,0.6248,0.6974,0.8097,0.6807,0.7386,0.8551
65,0.8612,0.8636,0.9490,0.0000,0.0000,0.0000,0.6185,0.6990,0.8097,0.7435,0.7513,0.8718
66,0.8878,0.8802,0.9536,0.0000,0.0000,0.0000,0.6399,0.6615,0.7822,0.7314,0.7213,0.8518
67,0.9027,0.8870,0.9550,0.0000,0.0000,0.0000,0.6443,0.6764,0.7772,0.7034,0.7371,0.8411
68,0.9124,0.8919,0.9561,0.0000,0.0000,0.0000,0.6369,0.7204,0.7971,0.7114,0.7827,0.8637
69,0.8683,0.8775,0.9517,0.0000,0.0000,0.0000,0.6160,0.6692,0.7903,0.6734,0.7273,0.8548
70,0.9086,0.8928,0.9570,0.0000,0.0000,0.0000,0.6409,0.7175,0.8018,0.7118,0.7741,0.8697
71,0.9127,0.8955,0.9550,0.0000,0.0000,0.0000,0.6215,0.6846,0.7830,0.7422,0.7443,0.8536
72,0.9076,0.8896,0.9571,0.0000,0.0000,0.0000,0.6158,0.6869,0.7846,0.6636,0.7433,0.8435
73,0.8705,0.8767,0.9524,0.0000,0.0000,0.0000,0.5733,0.7103,0.7902,0.6440,0.7483,0.8626
74,0.7977,0.8059,0.9247,0.0000,0.0000,0.0000,0.5679,0.6627,0.8091,0.6076,0.7032,0.8625
75,0.8738,0.8676,0.9506,0.0000,0.0000,0.0000,0.6362,0.6743,0.7940,0.6885,0.7310,0.8599
76,0.8835,0.8735,0.9502,0.0000,0.0000,0.0000,0.5250,0.6033,0.7272,0.6561,0.6302,0.7857
77,0.8208,0.8409,0.9370,0.0000,0.0000,0.0000,0.6282,0.6829,0.8181,0.7028,0.7399,0.8797
78,0.8914,0.8757,0.9508,0.0000,0.0000,0.0000,0.6269,0.7194,0.8179,0.6793,0.7814,0.8869
79,0.9159,0.8914,0.9559,0.0000,0.0000,0.0000,0.6229,0.7053,0.8026,0.6817,0.7652,0.8728
80,0.9203,0.8977,0.9584,0.0000,0.0000,0.0000,0.6117,0.7157,0.8106,0.6545,0.7751,0.8717
81,0.9195,0.8983,0.9571,0.0000,0.0000,0.0000,0.6317,0.6936,0.8022,0.7308,0.7554,0.8738
82,0.8705,0.8720,0.9467,0.0000,0.0000,0.0000,0.2511,0.5455,0.6703,0.1175,0.5776,0.7364
83,0.7878,0.8143,0.9247,0.0000,0.0000,0.0000,0.6301,0.6655,0.7918,0.7090,0.7209,0.8617
84,0.8812,0.8741,0.9527,0.0000,0.0000,0.0000,0.6453,0.7156,0.8106,0.7502,0.7752,0.8758
85,0.9130,0.8881,0.9558,0.0000,0.0000,0.0000,0.6352,0.7166,0.8115,0.7219,0.7743,0.8725
86,0.9180,0.8950,0.9550,0.0000,0.0000,0.0000,0.6241,0.6981,0.7981,0.7201,0.7552,0.8637
