epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1365,0.0382,0.0489,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
1,0.1683,0.0392,0.0483,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
2,0.1692,0.0367,0.0475,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
3,0.1692,0.0358,0.0467,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
4,0.1775,0.0433,0.0533,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
5,0.1692,0.0408,0.0500,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
6,0.1775,0.0450,0.0550,0.0000,0.0000,0.0000,0.1058,0.0307,0.0482,0.0005,0.0000,0.0000
7,0.2692,0.0339,0.0517,0.0000,0.0000,0.0000,0.2926,0.0213,0.0482,0.3507,0.0135,0.0000
8,0.3039,0.0491,0.0431,0.0000,0.0000,0.0000,0.2752,0.0593,0.0316,0.3463,0.0539,0.0009
9,0.2888,0.0909,0.4081,0.0000,0.0000,0.0000,0.2635,0.0825,0.5667,0.3239,0.0874,0.6129
10,0.3158,0.1258,0.5993,0.0000,0.0000,0.0000,0.3654,0.1369,0.5930,0.4787,0.1388,0.6290
11,0.4402,0.2567,0.6534,0.0000,0.0000,0.0000,0.5404,0.4422,0.7142,0.7278,0.4802,0.7748
12,0.6193,0.5987,0.7504,0.0000,0.0000,0.0000,0.4112,0.5841,0.4458,0.5251,0.6377,0.4904
13,0.6789,0.7184,0.7950,0.0000,0.0000,0.0000,0.5415,0.7205,0.7850,0.6992,0.7659,0.8427
14,0.6948,0.7379,0.8064,0.0000,0.0000,0.0000,0.6066,0.6890,0.7539,0.7427,0.7309,0.8091
15,0.6929,0.7297,0.7975,0.0000,0.0000,0.0000,0.6795,0.7229,0.7820,0.8032,0.7618,0.8286
16,0.7152,0.7625,0.8218,0.0000,0.0000,0.0000,0.6656,0.7328,0.8044,0.8183,0.7949,0.8648
17,0.7230,0.7625,0.8219,0.0000,0.0000,0.0000,0.7174,0.7613,0.8106,0.8354,0.8069,0.8643
18,0.7442,0.7606,0.8271,0.0000,0.0000,0.0000,0.6856,0.6907,0.8003,0.8302,0.7349,0.8472
19,0.7446,0.7770,0.8355,0.0000,0.0000,0.0000,0.6224,0.7190,0.8007,0.7451,0.7718,0.8591
20,0.7412,0.7799,0.8396,0.0000,0.0000,0.0000,0.6569,0.7438,0.8391,0.8087,0.8040,0.8988
21,0.7479,0.7801,0.8409,0.0000,0.0000,0.0000,0.6543,0.7413,0.8232,0.8132,0.7974,0.8850
22,0.7340,0.7739,0.8375,0.0000,0.0000,0.0000,0.6555,0.7571,0.8341,0.8167,0.8039,0.8941
23,0.7515,0.7884,0.8481,0.0000,0.0000,0.0000,0.6652,0.7028,0.8204,0.8095,0.7647,0.8775
24,0.7360,0.7799,0.8532,0.0000,0.0000,0.0000,0.7003,0.7771,0.8501,0.8193,0.8309,0.9083
25,0.7559,0.7935,0.8581,0.0000,0.0000,0.0000,0.7261,0.7813,0.8303,0.8602,0.8306,0.8909
