,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_f,0.8776759803295135,0.8707697093486786,0.9339068233966827,15.295938491821289,7.139580249786377,5.210024118423462,7.0576092004776,5.3407863676548,0.9294471144676208
