epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0597,0.0283,0.0769,0.0000,0.0000,0.0000,0.0434,0.0222,0.1191,0.0192,0.0003,0.1075
1,0.0390,0.0260,0.3165,0.0000,0.0000,0.0000,0.0529,0.0266,0.5100,0.0337,0.0101,0.5486
2,0.0497,0.0539,0.5274,0.0000,0.0000,0.0000,0.0631,0.0602,0.6355,0.0445,0.0465,0.7029
3,0.1582,0.1636,0.5826,0.0000,0.0000,0.0000,0.1985,0.1490,0.5861,0.2357,0.1459,0.6141
4,0.3255,0.3315,0.7193,0.0000,0.0000,0.0000,0.3672,0.3477,0.7918,0.4977,0.3667,0.8560
5,0.4550,0.2782,0.7756,0.0000,0.0000,0.0000,0.4231,0.2902,0.8083,0.5864,0.3064,0.8651
6,0.5370,0.5386,0.7913,0.0000,0.0000,0.0000,0.5662,0.6657,0.7715,0.7511,0.7112,0.8599
7,0.6176,0.6939,0.8143,0.0000,0.0000,0.0000,0.4547,0.7252,0.8144,0.6526,0.7600,0.8781
8,0.6660,0.7224,0.8218,0.0000,0.0000,0.0000,0.6495,0.7072,0.8287,0.7923,0.7498,0.8744
9,0.6940,0.7404,0.8320,0.0000,0.0000,0.0000,0.6631,0.7221,0.8391,0.8086,0.7667,0.8898
10,0.6966,0.7457,0.8368,0.0000,0.0000,0.0000,0.6975,0.7370,0.8435,0.8298,0.7859,0.9001
11,0.7177,0.7584,0.8443,0.0000,0.0000,0.0000,0.6280,0.7357,0.8281,0.7996,0.7799,0.8953
12,0.7139,0.7552,0.8402,0.0000,0.0000,0.0000,0.6616,0.7103,0.8437,0.7753,0.7704,0.9020
13,0.7326,0.7700,0.8568,0.0000,0.0000,0.0000,0.6820,0.7631,0.8446,0.7529,0.8118,0.8993
14,0.7469,0.7830,0.8605,0.0000,0.0000,0.0000,0.6339,0.7245,0.8234,0.7777,0.7753,0.8730
15,0.7219,0.7708,0.8521,0.0000,0.0000,0.0000,0.6643,0.7669,0.8477,0.7888,0.8184,0.8986
16,0.7351,0.7847,0.8574,0.0000,0.0000,0.0000,0.6242,0.7392,0.8260,0.7813,0.7942,0.8979
17,0.7293,0.7664,0.8501,0.0000,0.0000,0.0000,0.7220,0.7081,0.8312,0.8214,0.7677,0.8850
18,0.7546,0.7901,0.8701,0.0000,0.0000,0.0000,0.7644,0.7910,0.8717,0.8604,0.8350,0.9210
19,0.7578,0.7952,0.8700,0.0000,0.0000,0.0000,0.6102,0.7634,0.8365,0.7947,0.8071,0.8875
20,0.7701,0.7916,0.8658,0.0000,0.0000,0.0000,0.6910,0.7234,0.7640,0.8026,0.7764,0.8325
21,0.7698,0.7892,0.8648,0.0000,0.0000,0.0000,0.7081,0.7837,0.8528,0.8322,0.8238,0.9125
22,0.7468,0.7881,0.8643,0.0000,0.0000,0.0000,0.6478,0.7351,0.7573,0.8027,0.7666,0.8147
23,0.7676,0.7934,0.8674,0.0000,0.0000,0.0000,0.6991,0.7480,0.8500,0.8388,0.8011,0.9061
24,0.7724,0.7932,0.8717,0.0000,0.0000,0.0000,0.7113,0.7636,0.8714,0.8349,0.8133,0.9164
25,0.7677,0.7996,0.8682,0.0000,0.0000,0.0000,0.7434,0.7761,0.8332,0.8374,0.8236,0.8863
26,0.7881,0.8133,0.8798,0.0000,0.0000,0.0000,0.7399,0.7642,0.8676,0.8413,0.8205,0.9148
27,0.7876,0.8099,0.8810,0.0000,0.0000,0.0000,0.7876,0.7772,0.8491,0.8612,0.8371,0.9019
28,0.7843,0.7997,0.8794,0.0000,0.0000,0.0000,0.7422,0.7570,0.8319,0.8272,0.8189,0.8928
29,0.7732,0.7997,0.8732,0.0000,0.0000,0.0000,0.7465,0.7678,0.8529,0.8456,0.8191,0.9076
30,0.7768,0.7972,0.8711,0.0000,0.0000,0.0000,0.6941,0.7565,0.8675,0.8273,0.8157,0.9196
31,0.7361,0.7840,0.8662,0.0000,0.0000,0.0000,0.7378,0.7791,0.8643,0.8568,0.8334,0.9154
32,0.7908,0.8195,0.8877,0.0000,0.0000,0.0000,0.7458,0.7781,0.8456,0.8554,0.8263,0.9001
33,0.7947,0.8148,0.8891,0.0000,0.0000,0.0000,0.7539,0.7679,0.8474,0.8423,0.8261,0.9076
34,0.7922,0.8091,0.8829,0.0000,0.0000,0.0000,0.7431,0.7940,0.8769,0.8424,0.8375,0.9204
35,0.7934,0.8120,0.8816,0.0000,0.0000,0.0000,0.7452,0.8001,0.8665,0.8571,0.8441,0.9194
36,0.7937,0.8113,0.8859,0.0000,0.0000,0.0000,0.7471,0.7829,0.8785,0.8450,0.8358,0.9173
37,0.7729,0.7990,0.8756,0.0000,0.0000,0.0000,0.7427,0.8057,0.8707,0.8568,0.8502,0.9223
38,0.8100,0.8286,0.8946,0.0000,0.0000,0.0000,0.7275,0.7819,0.8471,0.8183,0.8343,0.8903
39,0.7813,0.8128,0.8850,0.0000,0.0000,0.0000,0.7632,0.7712,0.8461,0.8415,0.8284,0.9058
40,0.7843,0.8092,0.8861,0.0000,0.0000,0.0000,0.6197,0.7316,0.8461,0.7913,0.7924,0.8965
41,0.7821,0.8072,0.8762,0.0000,0.0000,0.0000,0.7488,0.7697,0.8581,0.8372,0.8383,0.9184
42,0.8002,0.8189,0.8827,0.0000,0.0000,0.0000,0.7358,0.7947,0.8635,0.8514,0.8306,0.9104
43,0.8062,0.8303,0.8930,0.0000,0.0000,0.0000,0.7763,0.7941,0.8756,0.8569,0.8444,0.9226
44,0.7899,0.8089,0.8796,0.0000,0.0000,0.0000,0.7397,0.7824,0.8613,0.8526,0.8435,0.9160
45,0.7960,0.8191,0.8838,0.0000,0.0000,0.0000,0.7135,0.7691,0.8353,0.8417,0.8305,0.8973
46,0.8044,0.8224,0.8925,0.0000,0.0000,0.0000,0.6871,0.7411,0.8179,0.8214,0.8049,0.8857
47,0.7994,0.8147,0.8846,0.0000,0.0000,0.0000,0.5727,0.7639,0.8617,0.6189,0.8110,0.9102
48,0.8027,0.8176,0.8871,0.0000,0.0000,0.0000,0.7664,0.7796,0.8621,0.8526,0.8273,0.9100
49,0.7871,0.8161,0.8802,0.0000,0.0000,0.0000,0.6640,0.7509,0.8265,0.8117,0.7857,0.8969
50,0.7750,0.8198,0.8899,0.0000,0.0000,0.0000,0.7297,0.7940,0.8783,0.8585,0.8436,0.9214
51,0.7665,0.8075,0.8826,0.0000,0.0000,0.0000,0.7661,0.7613,0.8682,0.8539,0.8110,0.9136
52,0.8029,0.8227,0.8906,0.0000,0.0000,0.0000,0.7322,0.7583,0.8438,0.8462,0.8034,0.8903
53,0.7947,0.8245,0.8876,0.0000,0.0000,0.0000,0.7543,0.7603,0.8458,0.8491,0.8234,0.9100
54,0.8133,0.8241,0.8945,0.0000,0.0000,0.0000,0.7864,0.8012,0.8712,0.8729,0.8454,0.9193
55,0.8238,0.8313,0.9011,0.0000,0.0000,0.0000,0.5987,0.7303,0.8131,0.6892,0.7886,0.8718
56,0.7701,0.8077,0.8770,0.0000,0.0000,0.0000,0.6292,0.7094,0.8200,0.7924,0.7522,0.8831
57,0.7819,0.8093,0.8852,0.0000,0.0000,0.0000,0.7638,0.7950,0.8685,0.8570,0.8489,0.9162
58,0.7971,0.8131,0.8888,0.0000,0.0000,0.0000,0.6911,0.7847,0.8771,0.7968,0.8370,0.9203
59,0.8193,0.8232,0.8891,0.0000,0.0000,0.0000,0.7099,0.7847,0.8411,0.8179,0.8295,0.8915
60,0.7956,0.8146,0.8796,0.0000,0.0000,0.0000,0.7686,0.8027,0.8736,0.8634,0.8450,0.9183
61,0.8174,0.8297,0.8899,0.0000,0.0000,0.0000,0.7548,0.7926,0.8638,0.8460,0.8466,0.9196
62,0.8253,0.8297,0.8943,0.0000,0.0000,0.0000,0.7459,0.8110,0.8683,0.8372,0.8531,0.9117
63,0.8120,0.8171,0.8875,0.0000,0.0000,0.0000,0.7356,0.7926,0.8514,0.8615,0.8346,0.9061
64,0.8028,0.8153,0.8853,0.0000,0.0000,0.0000,0.7567,0.8033,0.8739,0.8695,0.8516,0.9194
65,0.7807,0.8167,0.8829,0.0000,0.0000,0.0000,0.7778,0.8108,0.8874,0.8675,0.8502,0.9247
66,0.8146,0.8295,0.8932,0.0000,0.0000,0.0000,0.7725,0.8141,0.8962,0.8612,0.8529,0.9284
67,0.8278,0.8419,0.9027,0.0000,0.0000,0.0000,0.7606,0.7647,0.8683,0.8596,0.8068,0.9172
68,0.8085,0.8210,0.8902,0.0000,0.0000,0.0000,0.7213,0.7831,0.8801,0.8493,0.8313,0.9202
69,0.7779,0.8123,0.8800,0.0000,0.0000,0.0000,0.7646,0.8037,0.8711,0.8693,0.8476,0.9152
70,0.8034,0.8271,0.8992,0.0000,0.0000,0.0000,0.6442,0.7839,0.8523,0.8140,0.8301,0.9017
71,0.7924,0.8147,0.8852,0.0000,0.0000,0.0000,0.7373,0.7902,0.8734,0.8388,0.8343,0.9125
72,0.8327,0.8365,0.8938,0.0000,0.0000,0.0000,0.7871,0.7913,0.8686,0.8668,0.8430,0.9213
73,0.8306,0.8338,0.8913,0.0000,0.0000,0.0000,0.7591,0.8057,0.8796,0.8583,0.8507,0.9214
74,0.8110,0.8334,0.8911,0.0000,0.0000,0.0000,0.7312,0.7651,0.8624,0.8286,0.8181,0.9081
75,0.7897,0.8133,0.8781,0.0000,0.0000,0.0000,0.7526,0.8061,0.8694,0.8670,0.8494,0.9164
76,0.8123,0.8361,0.8974,0.0000,0.0000,0.0000,0.7083,0.7861,0.8668,0.8237,0.8339,0.9070
77,0.8173,0.8199,0.8816,0.0000,0.0000,0.0000,0.7723,0.8021,0.8664,0.8648,0.8450,0.9152
78,0.8320,0.8277,0.8912,0.0000,0.0000,0.0000,0.7837,0.7663,0.8379,0.8584,0.8369,0.8871
79,0.8275,0.8404,0.8973,0.0000,0.0000,0.0000,0.7820,0.8048,0.8854,0.8741,0.8528,0.9255
80,0.8405,0.8440,0.8983,0.0000,0.0000,0.0000,0.7419,0.7854,0.8750,0.8565,0.8437,0.9247
81,0.8077,0.8307,0.8993,0.0000,0.0000,0.0000,0.6947,0.8033,0.8798,0.8011,0.8462,0.9255
82,0.8008,0.8262,0.8879,0.0000,0.0000,0.0000,0.6276,0.7732,0.8553,0.7341,0.8341,0.9100
83,0.8034,0.8213,0.8929,0.0000,0.0000,0.0000,0.7393,0.8121,0.8779,0.8618,0.8481,0.9160
84,0.8291,0.8407,0.9047,0.0000,0.0000,0.0000,0.7725,0.8055,0.8827,0.8591,0.8538,0.9255
85,0.8122,0.8242,0.8885,0.0000,0.0000,0.0000,0.7700,0.7746,0.8694,0.8410,0.8268,0.9105
86,0.8019,0.8285,0.8887,0.0000,0.0000,0.0000,0.6898,0.7653,0.8025,0.8231,0.8096,0.8499
87,0.8075,0.8307,0.8959,0.0000,0.0000,0.0000,0.7493,0.7853,0.8882,0.7952,0.8315,0.9183
88,0.8066,0.8258,0.8901,0.0000,0.0000,0.0000,0.7628,0.7857,0.8703,0.8678,0.8374,0.9158
89,0.8363,0.8513,0.9073,0.0000,0.0000,0.0000,0.7933,0.8063,0.8773,0.8731,0.8572,0.9204
90,0.8629,0.8633,0.9137,0.0000,0.0000,0.0000,0.8032,0.8194,0.8848,0.8806,0.8682,0.9294
91,0.8693,0.8665,0.9157,0.0000,0.0000,0.0000,0.7897,0.8213,0.8867,0.8756,0.8677,0.9325
92,0.8752,0.8679,0.9178,0.0000,0.0000,0.0000,0.7974,0.8244,0.8850,0.8823,0.8696,0.9323
93,0.8755,0.8727,0.9195,0.0000,0.0000,0.0000,0.8016,0.8279,0.8870,0.8821,0.8714,0.9319
94,0.8800,0.8740,0.9218,0.0000,0.0000,0.0000,0.7982,0.8232,0.8838,0.8832,0.8685,0.9293
95,0.8797,0.8716,0.9199,0.0000,0.0000,0.0000,0.7899,0.8247,0.8878,0.8730,0.8705,0.9354
96,0.8824,0.8751,0.9179,0.0000,0.0000,0.0000,0.7943,0.8232,0.8849,0.8829,0.8714,0.9285
97,0.8865,0.8750,0.9226,0.0000,0.0000,0.0000,0.8014,0.8252,0.8873,0.8865,0.8714,0.9334
98,0.8833,0.8798,0.9186,0.0000,0.0000,0.0000,0.8024,0.8302,0.8877,0.8838,0.8725,0.9313
99,0.8882,0.8787,0.9204,0.0000,0.0000,0.0000,0.8030,0.8279,0.8897,0.8833,0.8716,0.9328
