,0,1,2,3
0,0.99813855,0.8697111,0.91036326,0.9617937
1,0.9983998,0.8473902,0.9335719,0.93282104
2,0.9986126,0.9436511,0.8786495,0.9702375
3,0.99872243,0.9572874,0.88273984,0.96845406
4,0.9969215,0.8543772,0.86096257,0.93254894
5,0.9981787,0.8704888,0.8949487,0.92757535
6,0.9984364,0.9481018,0.8820811,0.9666179
7,0.99721104,0.7844047,0.8622011,0.94317794
8,0.99841946,0.88106716,0.84694326,0.9688923
9,0.9981046,0.64749014,0.8724623,0.9588077
10,0.999097,0.92656124,0.86313653,0.95537096
11,0.99813527,0.94649976,0.8533645,0.89603215
12,0.99923766,0.9567757,0.8800576,0.9608673
13,0.99837804,0.92115164,0.89935744,0.96823066
14,0.99765825,0.88930815,0.8761905,0.7514848
15,0.99823093,0.9280993,0.84917474,0.95700985
16,0.9976263,0.8834437,0.84565604,0.8817021
17,0.9992717,0.9278159,0.8751275,0.9105347
18,0.9989194,0.93950003,0.9233421,0.97559506
19,0.9982985,0.8450009,0.9091876,0.9288565
20,0.9984574,0.95853114,0.90265244,0.95456177
21,0.9971926,0.8223009,0.83768135,0.9611675
22,0.99867624,0.9046311,0.902439,0.92816913
23,0.9985315,0.8003495,0.8645306,0.91125953
24,0.9985462,0.9467483,0.9247782,0.9756728
