,ensemble,model_0,model_1
DSC0,0.9982960224151611,0.9982097148895264,0.9981026649475098
DSC1,0.8880274891853333,0.8859535455703735,0.8693984150886536
DSC2,0.8812639713287354,0.8769278526306152,0.8646115660667419
DSC3,0.9378976225852966,0.9347333312034607,0.9330803155899048
HD0,8.458436965942383,14.943572044372559,15.64830493927002
HD1,4.016036033630371,6.576767921447754,7.702392578125
HD2,3.107245445251465,4.810718536376953,5.609329700469971
HD3,2.5530171394348145,3.749028444290161,10.366189956665039
