,ensemble,model_0,model_1
DSC0,0.0006033420213498175,0.0006658635684289038,0.000639419537037611
DSC1,0.07150542736053467,0.07090285420417786,0.09105654060840607
DSC2,0.026721324771642685,0.027976494282484055,0.03207846358418465
DSC3,0.04656660929322243,0.04903058707714081,0.030828513205051422
