,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_f,0.8880274891853333,0.8812639713287354,0.9378976225852966,8.458436965942383,4.016036033630371,3.107245445251465,2.5530171394348145,2.9774178096226285,0.9294471144676208
