,ensemble,model_0,model_1
DSC0,0.0020093515049666166,0.0020697535946965218,0.0018798753153532743
DSC1,0.3035217523574829,0.29555580019950867,0.3068116307258606
DSC2,0.1987604796886444,0.2106325924396515,0.1835460215806961
DSC3,0.2098444551229477,0.1990380883216858,0.19484718143939972
