epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1264,0.0282,0.0260,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
1,0.1428,0.0337,0.0437,0.0000,0.0000,0.0000,0.1405,0.0307,0.0482,0.0003,0.0000,0.0000
2,0.1726,0.0425,0.0525,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
3,0.1588,0.0337,0.0375,0.0000,0.0000,0.0000,0.1886,0.0307,0.0482,0.0000,0.0000,0.0000
4,0.1539,0.0425,0.0512,0.0000,0.0000,0.0000,0.1668,0.0307,0.0482,0.0002,0.0000,0.0000
5,0.1589,0.0337,0.0412,0.0000,0.0000,0.0000,0.1537,0.0307,0.0482,0.0003,0.0000,0.0000
6,0.1344,0.0412,0.0550,0.0000,0.0000,0.0000,0.1184,0.0307,0.0482,0.0000,0.0000,0.0000
7,0.1266,0.0475,0.0550,0.0000,0.0000,0.0000,0.1363,0.0307,0.0482,0.0004,0.0000,0.0000
8,0.1650,0.0425,0.0525,0.0000,0.0000,0.0000,0.2251,0.0307,0.0482,0.2703,0.0000,0.0000
9,0.3287,0.0312,0.0376,0.0000,0.0000,0.0000,0.2544,0.0307,0.0482,0.3282,0.0000,0.0000
10,0.3443,0.0300,0.0399,0.0000,0.0000,0.0000,0.3037,0.0307,0.0552,0.3859,0.0000,0.0080
11,0.3758,0.0532,0.0506,0.0000,0.0000,0.0000,0.3041,0.1549,0.0483,0.3903,0.1494,0.0001
12,0.3499,0.3905,0.1322,0.0000,0.0000,0.0000,0.3726,0.6523,0.1538,0.4683,0.6926,0.1371
13,0.4621,0.6581,0.2636,0.0000,0.0000,0.0000,0.4851,0.6387,0.6603,0.6493,0.6730,0.7053
14,0.6422,0.6614,0.7247,0.0000,0.0000,0.0000,0.5848,0.6721,0.7992,0.7225,0.7019,0.8567
15,0.6626,0.7175,0.8080,0.0000,0.0000,0.0000,0.6433,0.7068,0.8222,0.7558,0.7600,0.8797
16,0.6561,0.7225,0.8190,0.0000,0.0000,0.0000,0.6908,0.7689,0.8518,0.8280,0.8033,0.8947
17,0.6792,0.7429,0.8303,0.0000,0.0000,0.0000,0.6168,0.7315,0.8389,0.7795,0.7751,0.8888
18,0.6701,0.7427,0.8363,0.0000,0.0000,0.0000,0.6109,0.7186,0.8388,0.7559,0.7698,0.8973
19,0.6750,0.7556,0.8431,0.0000,0.0000,0.0000,0.6367,0.7096,0.7979,0.8056,0.7486,0.8550
20,0.7219,0.7739,0.8608,0.0000,0.0000,0.0000,0.5880,0.6189,0.7743,0.6825,0.6612,0.8248
21,0.6996,0.7694,0.8580,0.0000,0.0000,0.0000,0.6557,0.7394,0.8421,0.8203,0.7953,0.9028
22,0.6803,0.7729,0.8468,0.0000,0.0000,0.0000,0.6147,0.7488,0.8534,0.7825,0.7929,0.9048
23,0.7327,0.7869,0.8598,0.0000,0.0000,0.0000,0.5848,0.7405,0.8408,0.6894,0.7859,0.8910
24,0.7065,0.7712,0.8487,0.0000,0.0000,0.0000,0.5974,0.6647,0.7750,0.7874,0.6937,0.8172
25,0.6988,0.7748,0.8512,0.0000,0.0000,0.0000,0.6951,0.7624,0.8383,0.8423,0.7986,0.8926
26,0.7270,0.7941,0.8649,0.0000,0.0000,0.0000,0.6023,0.7012,0.8408,0.7573,0.7448,0.8909
27,0.7370,0.7889,0.8628,0.0000,0.0000,0.0000,0.7058,0.7438,0.7742,0.8343,0.7777,0.8306
28,0.7418,0.8024,0.8734,0.0000,0.0000,0.0000,0.6061,0.7436,0.8429,0.7886,0.7979,0.8945
29,0.7190,0.7940,0.8747,0.0000,0.0000,0.0000,0.6463,0.7602,0.8083,0.7973,0.8040,0.8533
30,0.7362,0.7922,0.8666,0.0000,0.0000,0.0000,0.6530,0.7317,0.8479,0.8098,0.7799,0.9049
31,0.7368,0.7896,0.8608,0.0000,0.0000,0.0000,0.7130,0.7625,0.8636,0.8296,0.8003,0.9116
32,0.7285,0.8092,0.8763,0.0000,0.0000,0.0000,0.7145,0.7784,0.8727,0.8327,0.8173,0.9112
33,0.7397,0.7768,0.8582,0.0000,0.0000,0.0000,0.6425,0.7170,0.8425,0.8122,0.7816,0.9057
34,0.7374,0.7780,0.8559,0.0000,0.0000,0.0000,0.6601,0.7791,0.8624,0.7945,0.8197,0.9105
35,0.7429,0.8010,0.8668,0.0000,0.0000,0.0000,0.6522,0.7908,0.8638,0.8036,0.8302,0.9060
36,0.7598,0.7900,0.8666,0.0000,0.0000,0.0000,0.6703,0.7791,0.8696,0.8342,0.8255,0.9198
37,0.7493,0.8043,0.8727,0.0000,0.0000,0.0000,0.6442,0.7521,0.8245,0.7646,0.8006,0.8807
38,0.7710,0.8068,0.8776,0.0000,0.0000,0.0000,0.6880,0.7922,0.8663,0.8177,0.8409,0.9105
39,0.7679,0.8147,0.8805,0.0000,0.0000,0.0000,0.6353,0.7613,0.8293,0.7874,0.8124,0.8773
40,0.7581,0.8176,0.8841,0.0000,0.0000,0.0000,0.7427,0.7933,0.8689,0.8412,0.8358,0.9228
41,0.7698,0.8202,0.8812,0.0000,0.0000,0.0000,0.7182,0.7864,0.8652,0.8182,0.8334,0.9143
42,0.7814,0.8128,0.8762,0.0000,0.0000,0.0000,0.7123,0.8029,0.8768,0.8358,0.8383,0.9174
43,0.7858,0.8157,0.8770,0.0000,0.0000,0.0000,0.6795,0.7620,0.8636,0.8330,0.8097,0.9121
44,0.7276,0.7924,0.8736,0.0000,0.0000,0.0000,0.6605,0.7545,0.8549,0.7952,0.8011,0.8984
45,0.7645,0.8177,0.8880,0.0000,0.0000,0.0000,0.6814,0.7833,0.8279,0.7942,0.8232,0.8873
46,0.7784,0.8149,0.8795,0.0000,0.0000,0.0000,0.7154,0.7619,0.8644,0.8314,0.8069,0.9065
47,0.7613,0.8119,0.8691,0.0000,0.0000,0.0000,0.6692,0.7552,0.8465,0.8083,0.7944,0.8969
48,0.7764,0.8134,0.8857,0.0000,0.0000,0.0000,0.6050,0.6664,0.7458,0.7095,0.7320,0.8034
49,0.7358,0.7899,0.8702,0.0000,0.0000,0.0000,0.7310,0.7936,0.8695,0.8552,0.8392,0.9168
50,0.7672,0.8199,0.8911,0.0000,0.0000,0.0000,0.7169,0.7935,0.8759,0.8396,0.8312,0.9160
51,0.7791,0.8054,0.8727,0.0000,0.0000,0.0000,0.7347,0.7793,0.8669,0.8555,0.8311,0.9202
52,0.7858,0.8227,0.8858,0.0000,0.0000,0.0000,0.7479,0.8000,0.8893,0.8547,0.8412,0.9242
53,0.7862,0.8194,0.8847,0.0000,0.0000,0.0000,0.7487,0.7829,0.8742,0.8637,0.8269,0.9141
54,0.7813,0.8183,0.8925,0.0000,0.0000,0.0000,0.7382,0.7855,0.8536,0.8569,0.8365,0.9011
55,0.8001,0.8215,0.8923,0.0000,0.0000,0.0000,0.7487,0.8044,0.8788,0.8527,0.8483,0.9187
56,0.7880,0.8230,0.8862,0.0000,0.0000,0.0000,0.6705,0.7843,0.8537,0.8144,0.8304,0.8996
57,0.7847,0.8275,0.8925,0.0000,0.0000,0.0000,0.7091,0.7879,0.8641,0.8273,0.8269,0.9081
58,0.7534,0.7982,0.8703,0.0000,0.0000,0.0000,0.7089,0.7979,0.8707,0.8289,0.8427,0.9179
59,0.7868,0.8267,0.8827,0.0000,0.0000,0.0000,0.7028,0.7970,0.8755,0.7762,0.8380,0.9197
60,0.7796,0.8060,0.8813,0.0000,0.0000,0.0000,0.7128,0.7962,0.8715,0.8432,0.8327,0.9173
61,0.7595,0.8179,0.8870,0.0000,0.0000,0.0000,0.6721,0.7916,0.8746,0.8119,0.8354,0.9197
62,0.7940,0.8121,0.8835,0.0000,0.0000,0.0000,0.7147,0.8054,0.8811,0.8275,0.8452,0.9212
63,0.8017,0.8264,0.8916,0.0000,0.0000,0.0000,0.7324,0.7849,0.8400,0.8535,0.8256,0.8835
64,0.8128,0.8119,0.8769,0.0000,0.0000,0.0000,0.6693,0.7536,0.8414,0.8001,0.7941,0.8908
65,0.7771,0.8020,0.8790,0.0000,0.0000,0.0000,0.6694,0.7703,0.8551,0.7667,0.8178,0.9024
66,0.7891,0.8252,0.8893,0.0000,0.0000,0.0000,0.7356,0.7979,0.8724,0.8457,0.8393,0.9204
67,0.7952,0.8246,0.8887,0.0000,0.0000,0.0000,0.7136,0.7962,0.8678,0.8396,0.8409,0.9171
68,0.7960,0.8172,0.8764,0.0000,0.0000,0.0000,0.7353,0.7860,0.8367,0.8402,0.8290,0.8926
69,0.7720,0.8250,0.8896,0.0000,0.0000,0.0000,0.7044,0.7734,0.8621,0.8310,0.8216,0.9073
70,0.7719,0.8243,0.8868,0.0000,0.0000,0.0000,0.7698,0.8012,0.8614,0.8559,0.8410,0.9075
71,0.7829,0.8234,0.8901,0.0000,0.0000,0.0000,0.5886,0.7171,0.6664,0.6102,0.7533,0.7041
72,0.7908,0.8135,0.8853,0.0000,0.0000,0.0000,0.7269,0.7884,0.8714,0.8440,0.8305,0.9156
73,0.7982,0.8299,0.8878,0.0000,0.0000,0.0000,0.7326,0.7796,0.8529,0.8530,0.8224,0.9021
74,0.7970,0.8208,0.8833,0.0000,0.0000,0.0000,0.7628,0.8103,0.8805,0.8641,0.8529,0.9206
75,0.7672,0.8114,0.8767,0.0000,0.0000,0.0000,0.6887,0.7960,0.8613,0.8083,0.8352,0.9043
