epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0904,0.1192,0.0353,0.0000,0.0000,0.0000,0.1240,0.1106,0.0386,0.0014,0.1258,0.0143
1,0.0520,0.3298,0.0067,0.0000,0.0000,0.0000,0.0993,0.2328,0.0367,0.0433,0.2595,0.0018
2,0.1704,0.3664,0.0115,0.0000,0.0000,0.0000,0.1356,0.2537,0.0285,0.0728,0.2765,0.0025
3,0.2770,0.3855,0.0405,0.0000,0.0000,0.0000,0.1932,0.2998,0.0834,0.1335,0.3122,0.0730
4,0.3614,0.3489,0.3165,0.0000,0.0000,0.0000,0.2123,0.1237,0.4462,0.1364,0.1145,0.4955
5,0.4193,0.0694,0.6882,0.0000,0.0000,0.0000,0.2178,0.0254,0.4517,0.2652,0.0276,0.4993
6,0.4297,0.0416,0.7238,0.0000,0.0000,0.0000,0.2502,0.0159,0.5250,0.3794,0.0080,0.5880
7,0.5497,0.0309,0.7342,0.0000,0.0000,0.0000,0.2983,0.0807,0.5426,0.4041,0.0763,0.6092
8,0.6367,0.3203,0.7886,0.0000,0.0000,0.0000,0.3490,0.1601,0.3848,0.3661,0.1569,0.4351
9,0.6647,0.7344,0.8869,0.0000,0.0000,0.0000,0.3433,0.5108,0.6716,0.5025,0.5540,0.7520
10,0.6439,0.7617,0.8959,0.0000,0.0000,0.0000,0.3989,0.5752,0.6947,0.5551,0.6320,0.7806
11,0.6802,0.8054,0.9158,0.0000,0.0000,0.0000,0.4114,0.5667,0.6886,0.5526,0.6068,0.7680
12,0.7728,0.8473,0.9352,0.0000,0.0000,0.0000,0.3371,0.6139,0.7259,0.3706,0.6641,0.7966
13,0.8115,0.8628,0.9395,0.0000,0.0000,0.0000,0.4029,0.6133,0.7460,0.4822,0.6532,0.8050
14,0.8459,0.8689,0.9393,0.0000,0.0000,0.0000,0.2269,0.5614,0.6497,0.1624,0.6135,0.7262
15,0.7093,0.7998,0.9132,0.0000,0.0000,0.0000,0.3107,0.5293,0.6730,0.2937,0.5994,0.7684
16,0.7635,0.8199,0.9255,0.0000,0.0000,0.0000,0.4441,0.5989,0.7176,0.4852,0.6567,0.8039
17,0.8555,0.8679,0.9444,0.0000,0.0000,0.0000,0.4388,0.6094,0.7160,0.5081,0.6805,0.8009
18,0.8754,0.8779,0.9470,0.0000,0.0000,0.0000,0.4025,0.5814,0.6528,0.4796,0.6527,0.7354
19,0.8839,0.8838,0.9497,0.0000,0.0000,0.0000,0.4243,0.6247,0.7046,0.4775,0.6901,0.7834
20,0.8998,0.8877,0.9530,0.0000,0.0000,0.0000,0.3685,0.6069,0.7426,0.4021,0.6724,0.8203
21,0.8070,0.8349,0.9260,0.0000,0.0000,0.0000,0.3767,0.5235,0.6917,0.3934,0.5828,0.7857
22,0.8068,0.8371,0.9298,0.0000,0.0000,0.0000,0.4414,0.6337,0.7441,0.4362,0.6917,0.8197
