,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_ramp0.2,0.8174822330474854,0.8358102440834045,0.920785665512085,14.54810619354248,5.321686744689941,3.878708124160767,2.9991486072540283,4.188818258898599,0.9218187928199768
