epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0525,0.0543,0.1746,0.0472,0.0527,0.1212,0.0888,0.1046,0.2680,0.0689,0.1091,0.2812
1,0.1512,0.3149,0.3606,0.1000,0.2574,0.2647,0.1532,0.3082,0.4435,0.2009,0.3248,0.4999
2,0.2684,0.0826,0.6264,0.1765,0.0570,0.3766,0.2362,0.0185,0.5353,0.2752,0.0010,0.5888
3,0.3400,0.0560,0.7002,0.2102,0.0334,0.4101,0.2491,0.1207,0.4869,0.2935,0.1234,0.5209
4,0.3619,0.2480,0.7863,0.2265,0.1349,0.4836,0.2548,0.3540,0.6648,0.3164,0.3752,0.7283
5,0.3414,0.5596,0.8573,0.2198,0.3632,0.5821,0.2733,0.5376,0.7211,0.3229,0.5803,0.8032
6,0.5698,0.7566,0.9136,0.3760,0.5019,0.6445,0.4846,0.6265,0.7565,0.6458,0.6665,0.8272
7,0.6792,0.7684,0.9122,0.4433,0.5161,0.6511,0.4085,0.5510,0.6912,0.5266,0.6115,0.7892
8,0.7119,0.7945,0.9209,0.4626,0.5473,0.6596,0.4974,0.6269,0.7423,0.6530,0.6597,0.7929
9,0.7574,0.8199,0.9321,0.4719,0.5684,0.6681,0.5598,0.6648,0.7849,0.6852,0.7163,0.8368
10,0.7587,0.8050,0.9249,0.4875,0.5517,0.6666,0.5265,0.6786,0.7877,0.6535,0.7283,0.8461
11,0.8146,0.8372,0.9382,0.5260,0.5958,0.6973,0.5874,0.6966,0.7839,0.7019,0.7434,0.8506
12,0.7884,0.8175,0.9281,0.5166,0.5795,0.6835,0.4882,0.5074,0.6491,0.6459,0.5625,0.7189
13,0.7875,0.8156,0.9296,0.5008,0.5792,0.6911,0.5910,0.6679,0.7876,0.6901,0.7084,0.8385
14,0.8210,0.8415,0.9400,0.5179,0.5915,0.6874,0.5705,0.6126,0.7487,0.6433,0.6588,0.8066
15,0.8560,0.8593,0.9481,0.5419,0.6184,0.7124,0.5856,0.6786,0.7850,0.6777,0.7252,0.8440
16,0.8240,0.8372,0.9329,0.5130,0.6027,0.7017,0.4478,0.5052,0.6813,0.5983,0.5257,0.7225
17,0.8087,0.8284,0.9352,0.5226,0.6056,0.7074,0.5878,0.6976,0.7963,0.6977,0.7501,0.8507
18,0.8611,0.8644,0.9476,0.5649,0.6358,0.7239,0.5985,0.6724,0.7873,0.6997,0.7228,0.8483
19,0.8173,0.8253,0.9273,0.5222,0.6054,0.7059,0.4539,0.5970,0.7425,0.6183,0.6378,0.8059
20,0.8068,0.8196,0.9339,0.5212,0.6082,0.7046,0.5835,0.7072,0.8080,0.7053,0.7570,0.8548
21,0.8573,0.8577,0.9463,0.5694,0.6463,0.7345,0.5853,0.6969,0.8100,0.6605,0.7477,0.8604
22,0.8474,0.8425,0.9379,0.5563,0.6268,0.7182,0.5588,0.6960,0.7941,0.6858,0.7414,0.8494
23,0.8839,0.8662,0.9483,0.5805,0.6520,0.7422,0.5919,0.7104,0.8110,0.7282,0.7603,0.8656
24,0.8894,0.8757,0.9513,0.5971,0.6598,0.7486,0.5900,0.6915,0.8037,0.6995,0.7522,0.8627
25,0.8799,0.8722,0.9495,0.5972,0.6599,0.7507,0.6073,0.6748,0.7945,0.7342,0.7219,0.8524
26,0.7903,0.8250,0.9315,0.5523,0.6151,0.7167,0.5977,0.6791,0.7931,0.7044,0.7276,0.8453
27,0.8464,0.8519,0.9441,0.5956,0.6467,0.7414,0.6247,0.7154,0.8109,0.7562,0.7773,0.8767
28,0.8966,0.8796,0.9516,0.6323,0.6806,0.7643,0.6290,0.7228,0.8245,0.7545,0.7825,0.8935
29,0.8985,0.8790,0.9530,0.6391,0.6912,0.7821,0.5595,0.6274,0.7506,0.7132,0.6798,0.8071
30,0.8170,0.8349,0.9373,0.5798,0.6484,0.7388,0.6226,0.7323,0.8331,0.7103,0.7866,0.8821
31,0.8958,0.8763,0.9519,0.6486,0.6876,0.7714,0.6431,0.7232,0.8224,0.7738,0.7844,0.8905
32,0.9144,0.8852,0.9551,0.6572,0.6950,0.7813,0.6321,0.7290,0.8284,0.7921,0.7873,0.8755
33,0.8515,0.8483,0.9402,0.6185,0.6662,0.7639,0.5520,0.6507,0.7711,0.7104,0.6960,0.8227
34,0.8176,0.8363,0.9328,0.5963,0.6454,0.7332,0.6599,0.6789,0.7910,0.7719,0.7376,0.8463
35,0.8947,0.8771,0.9514,0.6416,0.6859,0.7692,0.6579,0.7172,0.8183,0.7793,0.7784,0.8806
36,0.9148,0.8879,0.9552,0.6677,0.7076,0.7900,0.6468,0.7149,0.8239,0.7600,0.7636,0.8792
37,0.8894,0.8821,0.9531,0.6444,0.6944,0.7779,0.6363,0.7009,0.8010,0.7924,0.7642,0.8726
38,0.8501,0.8598,0.9481,0.6380,0.6837,0.7688,0.6464,0.7245,0.8202,0.7952,0.7782,0.8827
39,0.9128,0.8868,0.9553,0.6683,0.7016,0.7846,0.6614,0.7327,0.8286,0.8056,0.7893,0.8875
40,0.9138,0.8890,0.9553,0.6643,0.7039,0.7886,0.6505,0.7252,0.8233,0.7961,0.7828,0.8828
41,0.8623,0.8679,0.9496,0.6481,0.6814,0.7736,0.3835,0.6860,0.7764,0.3628,0.7362,0.8525
42,0.7900,0.8109,0.9246,0.5763,0.6385,0.7364,0.4738,0.6053,0.7598,0.5362,0.6580,0.8297
43,0.8659,0.8579,0.9475,0.6418,0.6801,0.7689,0.6736,0.7143,0.8264,0.7956,0.7627,0.8776
44,0.9086,0.8851,0.9547,0.6874,0.7054,0.7884,0.6661,0.7129,0.8148,0.7893,0.7695,0.8769
45,0.9144,0.8882,0.9554,0.6743,0.7072,0.7907,0.6699,0.7542,0.8445,0.7838,0.8054,0.9022
46,0.9101,0.8897,0.9552,0.6808,0.7193,0.7988,0.6398,0.7353,0.8304,0.7891,0.7830,0.8913
47,0.8841,0.8827,0.9547,0.6706,0.7017,0.7890,0.6793,0.7136,0.8172,0.8009,0.7624,0.8657
48,0.8250,0.8382,0.9360,0.6197,0.6578,0.7496,0.6225,0.7287,0.8329,0.7708,0.7718,0.8808
49,0.8982,0.8793,0.9537,0.6811,0.7008,0.7825,0.6397,0.7558,0.8409,0.7709,0.8136,0.9027
50,0.9201,0.8940,0.9584,0.6921,0.7185,0.7954,0.6691,0.7542,0.8422,0.8147,0.8107,0.9035
51,0.9215,0.8972,0.9591,0.6845,0.7104,0.7892,0.6688,0.7471,0.8375,0.7938,0.8082,0.9096
