,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.8,0.8196573257446289,0.8249431550502777,0.918287068605423,25.062430381774906,9.271491050720215,6.924067497253418,4.981794834136963,6.971810187612261,0.9228869676589966
