,ensemble,model_0,model_1
DSC0,0.0010413876734673977,0.0009981096955016255,0.001108720083720982
DSC1,0.1366872638463974,0.13151636719703674,0.13965855538845062
DSC2,0.05053088814020157,0.043397072702646255,0.05134871229529381
DSC3,0.05363437905907631,0.054376374930143356,0.04297228530049324
