,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.5,0.818088173866272,0.8221053481101991,0.9203960299491882,16.110576629638672,5.133422374725342,3.825771570205689,2.8785979747772217,4.358422585896084,0.9194607734680176
