epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0557,0.0425,0.1081,0.0539,0.0403,0.0793,0.0932,0.0315,0.2264,0.0521,0.0288,0.2394
1,0.1113,0.1317,0.3386,0.0686,0.1274,0.2280,0.1139,0.2813,0.2707,0.1238,0.2915,0.2910
2,0.1965,0.3502,0.2219,0.1272,0.3145,0.1843,0.1646,0.3351,0.2173,0.2008,0.3461,0.2423
3,0.2682,0.3669,0.4092,0.1717,0.2969,0.3046,0.1687,0.2460,0.4419,0.2307,0.2557,0.4846
4,0.3132,0.0885,0.5547,0.2164,0.0657,0.3265,0.2347,0.0083,0.3792,0.2582,0.0088,0.4060
5,0.3291,0.0080,0.6167,0.2205,0.0178,0.3673,0.2732,0.0223,0.5006,0.3098,0.0196,0.5312
6,0.3623,0.1590,0.7113,0.2322,0.0960,0.4342,0.2298,0.2052,0.5339,0.2535,0.2138,0.5637
7,0.3321,0.3837,0.8105,0.2188,0.2384,0.5127,0.2589,0.2663,0.6461,0.3310,0.2804,0.7044
8,0.3778,0.4803,0.8724,0.2430,0.2927,0.5670,0.2557,0.3946,0.6949,0.2729,0.4124,0.7693
9,0.4739,0.5570,0.8707,0.3183,0.3427,0.5749,0.4801,0.5430,0.7249,0.6388,0.5759,0.7815
10,0.6531,0.7325,0.8954,0.4380,0.4956,0.6312,0.2440,0.5019,0.6455,0.3242,0.5432,0.7173
11,0.6944,0.7766,0.9112,0.4783,0.5689,0.6841,0.4339,0.6271,0.7328,0.5758,0.6684,0.7896
12,0.7274,0.8083,0.9231,0.4902,0.5621,0.6721,0.5304,0.6030,0.7592,0.6790,0.6564,0.8049
13,0.7793,0.8327,0.9359,0.5355,0.5964,0.7061,0.5626,0.6780,0.7849,0.7243,0.7301,0.8483
14,0.7174,0.7939,0.9170,0.4888,0.5636,0.6751,0.5511,0.5882,0.7450,0.7331,0.6417,0.8067
15,0.7765,0.8267,0.9352,0.5331,0.5950,0.6964,0.5807,0.6521,0.7945,0.6969,0.6996,0.8565
16,0.8257,0.8489,0.9430,0.5429,0.6002,0.7010,0.5908,0.6137,0.7582,0.7238,0.6701,0.8171
17,0.8460,0.8537,0.9435,0.5552,0.6196,0.7216,0.5783,0.6653,0.7980,0.7522,0.7273,0.8589
18,0.8269,0.8504,0.9422,0.5469,0.6067,0.7122,0.4672,0.6218,0.7407,0.6322,0.6670,0.8075
19,0.7922,0.8412,0.9411,0.5231,0.6046,0.7000,0.5996,0.6992,0.7987,0.7625,0.7521,0.8605
20,0.7425,0.8033,0.9184,0.5005,0.5756,0.6879,0.5027,0.6634,0.8001,0.6051,0.7085,0.8545
21,0.8159,0.8463,0.9417,0.5851,0.6297,0.7262,0.6329,0.6914,0.8041,0.7443,0.7478,0.8758
22,0.8034,0.8213,0.9241,0.5617,0.6071,0.7126,0.4750,0.5424,0.7152,0.5178,0.5978,0.7965
23,0.7863,0.8032,0.9228,0.5588,0.6194,0.7146,0.5757,0.6452,0.7843,0.6847,0.6994,0.8502
24,0.8089,0.8385,0.9410,0.5758,0.6280,0.7317,0.6244,0.6948,0.8085,0.7662,0.7538,0.8737
25,0.8676,0.8643,0.9479,0.6260,0.6506,0.7521,0.6492,0.6803,0.7966,0.7425,0.7458,0.8704
26,0.8759,0.8724,0.9489,0.6248,0.6479,0.7448,0.6472,0.6955,0.8102,0.7734,0.7670,0.8815
27,0.8812,0.8744,0.9501,0.6473,0.6516,0.7497,0.6385,0.6899,0.8044,0.7537,0.7575,0.8726
28,0.8532,0.8625,0.9466,0.6101,0.6420,0.7451,0.6249,0.6268,0.7505,0.7680,0.7007,0.8438
29,0.7598,0.8016,0.9178,0.5720,0.6137,0.7315,0.6268,0.6908,0.8144,0.7635,0.7425,0.8713
30,0.8362,0.8453,0.9420,0.6304,0.6653,0.7583,0.6595,0.7138,0.8187,0.7588,0.7692,0.8861
31,0.8748,0.8667,0.9486,0.6312,0.6701,0.7733,0.6332,0.7028,0.8162,0.7560,0.7587,0.8843
32,0.8851,0.8725,0.9500,0.6536,0.6740,0.7787,0.6555,0.7095,0.8178,0.7629,0.7712,0.8895
