epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.0920,0.0152,0.0613,0.0945,0.0240,0.0450,0.1886,0.0307,0.0396,0.0000,0.0000,0.0001
1,0.1575,0.0112,0.1153,0.1812,0.0413,0.0962,0.1842,0.0307,0.2356,0.0000,0.0000,0.2562
2,0.1201,0.0101,0.4424,0.1538,0.0382,0.2727,0.1843,0.0269,0.3499,0.0001,0.0007,0.3873
3,0.1263,0.0091,0.5174,0.1625,0.0341,0.3102,0.1843,0.0223,0.4321,0.0001,0.0003,0.4716
4,0.1301,0.0128,0.6522,0.1513,0.0427,0.3902,0.1755,0.0307,0.5856,0.0000,0.0000,0.6385
5,0.1222,0.0162,0.7718,0.1206,0.0248,0.4812,0.1084,0.0253,0.6019,0.1222,0.0174,0.6567
6,0.3976,0.1489,0.7845,0.2521,0.0856,0.4867,0.3237,0.1763,0.6234,0.4127,0.1855,0.6820
7,0.6195,0.5657,0.8592,0.3960,0.3433,0.5651,0.4171,0.3791,0.6001,0.5663,0.3972,0.6385
8,0.7156,0.7514,0.9085,0.4675,0.4997,0.6395,0.4955,0.5472,0.7435,0.6236,0.5875,0.7944
9,0.6974,0.7512,0.9030,0.4544,0.4878,0.6163,0.4955,0.5917,0.7650,0.5821,0.6224,0.8027
10,0.7647,0.8031,0.9242,0.4906,0.5507,0.6635,0.5015,0.4056,0.6365,0.6381,0.4375,0.6859
11,0.7571,0.7955,0.9196,0.4871,0.5501,0.6645,0.5526,0.6344,0.7740,0.6448,0.6743,0.8359
12,0.7495,0.7935,0.9228,0.4932,0.5501,0.6488,0.4796,0.5305,0.7153,0.5761,0.5835,0.8005
13,0.7693,0.8091,0.9257,0.5189,0.5711,0.6879,0.5592,0.6285,0.7752,0.6960,0.6764,0.8314
14,0.8372,0.8410,0.9379,0.5627,0.6057,0.7090,0.5942,0.6462,0.7904,0.7211,0.6978,0.8468
15,0.7680,0.7867,0.9116,0.5071,0.5469,0.6576,0.5082,0.6480,0.7434,0.6150,0.7017,0.8015
16,0.8000,0.8316,0.9361,0.5174,0.5834,0.6673,0.5693,0.6564,0.7845,0.7319,0.7058,0.8425
