,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_ramp0.5,0.8182681202888489,0.8222513198852539,0.9161785840988159,23.44521141052246,9.414092540740967,6.387104272842407,4.781029462814331,6.654876530170441,0.9116183519363404
