,ensemble,model_0,model_1
DSC0,0.0019419080344960093,0.002738956129178405,0.0016752725932747126
DSC1,0.2954391837120056,0.2887880206108093,0.3140164613723755
DSC2,0.19231656193733215,0.19456005096435547,0.19706234335899353
DSC3,0.18838699162006378,0.190084770321846,0.20125530660152435
