,ensemble,model_0,model_1
DSC0,0.9983137249946594,0.9981242418289185,0.9982573986053467
DSC1,0.8043806552886963,0.8037272691726685,0.780713677406311
DSC2,0.8419114947319031,0.8296964764595032,0.8301222324371338
DSC3,0.902133584022522,0.8969186544418335,0.89112788438797
