,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_f,0.8841149806976318,0.8728168308734894,0.9348598718643188,15.655262947082518,6.346892595291138,4.705445051193237,3.6644142866134644,4.7234009376594,0.9455023407936096
