,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.0,0.7689473032951355,0.7816140055656433,0.9009772539138794,18.475496292114254,5.867899417877197,4.661818027496338,3.6532368659973145,5.015712738037109,0.8995777368545532
