,ensemble,model_0,model_1
DSC0,0.9967705607414246,0.9966764450073242,0.996756374835968
DSC1,0.6684021353721619,0.6529041528701782,0.6645535826683044
DSC2,0.7121097445487976,0.7087706923484802,0.6976592540740967
DSC3,0.8259332776069641,0.8123931288719177,0.8192203044891357
