,ensemble,model_0,model_1
DSC0,0.001614344771951437,0.0015688161365687847,0.0014401959488168359
DSC1,0.21387240290641785,0.22137314081192017,0.17154471576213837
DSC2,0.0956839919090271,0.08919022232294083,0.08866274356842041
DSC3,0.06759762018918991,0.06527548283338547,0.07542768865823746
