,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_0.0,0.7696169018745422,0.7731122076511383,0.8946105539798737,28.70261859893799,10.207201480865479,9.092660903930664,6.271857261657715,8.101668272699628,0.8995777368545532
