,ensemble,model_0,model_1
DSC0,0.002413921756669879,0.002678917720913887,0.002421001670882106
DSC1,0.3541928231716156,0.3669734299182892,0.354165256023407
DSC2,0.25497016310691833,0.2490224540233612,0.2415270060300827
DSC3,0.25516173243522644,0.2566177546977997,0.24878832697868347
