,ensemble,model_0,model_1
DSC0,0.0010142893297597766,0.0010634722420945764,0.0010700885904952884
DSC1,0.12688355147838593,0.1328626424074173,0.1316801756620407
DSC2,0.054747920483350754,0.048329442739486694,0.06413330137729645
DSC3,0.05821279063820839,0.0685533657670021,0.059756722301244736
