,ensemble,model_0,model_1
DSC0,0.0019008872332051396,0.002438221825286746,0.001959823537617922
DSC1,0.2381540834903717,0.23094263672828674,0.24141336977481842
DSC2,0.09305796027183533,0.07759331911802292,0.10341598093509674
DSC3,0.11097416281700134,0.11009787023067474,0.11238395422697067
