,ensemble,model_0,model_1
DSC0,0.003204255597665906,0.0038156926166266203,0.0034029388334602118
DSC1,0.3848119378089905,0.3792705535888672,0.37924766540527344
DSC2,0.26895228028297424,0.26488497853279114,0.26533064246177673
DSC3,0.30071622133255005,0.2960170805454254,0.28961166739463806
