,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_p,0.7389777302742004,0.7768601477146149,0.8799951076507568,30.441823959350586,16.560497760772705,13.6950364112854,7.719815731048584,10.116143835442406,0.8424664139747621
