,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_p,0.7613996267318726,0.7965972423553467,0.892242431640625,18.163238525390625,7.544888019561768,5.755771160125732,4.026922702789307,5.420151386942182,0.8424664139747621
