,ensemble,model_0,model_1
DSC0,0.0024275807663798332,0.0026910225860774517,0.002421001670882106
DSC1,0.352396160364151,0.3671960234642029,0.354165256023407
DSC2,0.2505250573158264,0.2497924566268921,0.2415270060300827
DSC3,0.25521767139434814,0.25834789872169495,0.24878832697868347
