,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
jsd_ramp0.6,0.8185437321662903,0.8214875161647797,0.9155449867248535,23.546178817749023,9.5435152053833,6.454734563827515,4.83810830116272,6.705444731882641,0.912193477153778
