,ensemble,model_0,model_1
DSC0,0.0011086969170719385,0.0011290106922388077,0.001132015255279839
DSC1,0.14535795152187347,0.14184582233428955,0.15083874762058258
DSC2,0.0655912309885025,0.055377669632434845,0.07778646051883698
DSC3,0.05203881859779358,0.06315717101097107,0.052225809544324875
