epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1013,0.0146,0.0661,0.1172,0.0339,0.0516,0.1886,0.0307,0.0513,0.0000,0.0000,0.0245
1,0.1567,0.0117,0.2233,0.1758,0.0442,0.1566,0.1886,0.0307,0.3392,0.0000,0.0000,0.3722
2,0.1533,0.0091,0.5716,0.1825,0.0419,0.3575,0.1800,0.0162,0.5604,0.0001,0.0035,0.6055
3,0.1444,0.0125,0.8189,0.1609,0.0462,0.5098,0.1274,0.0307,0.5361,0.0002,0.0000,0.5788
4,0.1506,0.0118,0.8264,0.1065,0.0459,0.5220,0.2883,0.0223,0.6409,0.3802,0.0004,0.6656
5,0.4334,0.0256,0.7980,0.2797,0.0225,0.5044,0.3216,0.0665,0.5684,0.4370,0.0702,0.6094
6,0.6039,0.2326,0.7907,0.4030,0.1465,0.5082,0.5228,0.2671,0.6173,0.6729,0.2859,0.6641
7,0.6535,0.5760,0.8492,0.4347,0.3773,0.5706,0.5325,0.5904,0.7609,0.7059,0.6226,0.8088
8,0.7265,0.7636,0.9060,0.5026,0.5385,0.6594,0.5627,0.6181,0.7394,0.7259,0.6535,0.7923
9,0.7409,0.7851,0.9137,0.4946,0.5525,0.6653,0.5691,0.6134,0.7653,0.7093,0.6458,0.8138
10,0.7782,0.8159,0.9301,0.5316,0.5862,0.6906,0.5684,0.6732,0.7945,0.7046,0.7080,0.8323
11,0.8244,0.8339,0.9359,0.5270,0.6015,0.6900,0.5521,0.6427,0.7708,0.6814,0.6846,0.8141
12,0.7526,0.7943,0.9203,0.5153,0.5766,0.6833,0.6127,0.6801,0.7959,0.7366,0.7299,0.8547
13,0.8431,0.8447,0.9401,0.5691,0.6264,0.7228,0.6157,0.6758,0.8120,0.7050,0.7116,0.8513
14,0.7965,0.8097,0.9219,0.5299,0.5841,0.6920,0.5314,0.6535,0.7810,0.6793,0.7031,0.8327
15,0.8369,0.8429,0.9405,0.5470,0.6329,0.7164,0.6191,0.7181,0.8184,0.7457,0.7563,0.8682
16,0.8589,0.8487,0.9402,0.5659,0.6299,0.7137,0.5178,0.5526,0.6904,0.6044,0.5969,0.7553
17,0.7859,0.8111,0.9275,0.5119,0.6049,0.6940,0.6409,0.7246,0.8289,0.7391,0.7672,0.8734
18,0.8815,0.8575,0.9443,0.5992,0.6426,0.7253,0.6496,0.6781,0.7899,0.7438,0.7297,0.8486
19,0.8194,0.8203,0.9286,0.5335,0.6071,0.7044,0.5396,0.6731,0.7928,0.7078,0.7164,0.8441
20,0.8228,0.8300,0.9363,0.5735,0.6267,0.7306,0.5905,0.6982,0.8041,0.6877,0.7397,0.8631
21,0.8755,0.8577,0.9446,0.5923,0.6449,0.7386,0.5722,0.6649,0.7845,0.7087,0.7060,0.8282
22,0.8361,0.8387,0.9364,0.5662,0.6317,0.7226,0.5983,0.6799,0.7907,0.6940,0.7218,0.8489
23,0.8752,0.8556,0.9446,0.6132,0.6512,0.7411,0.6426,0.7186,0.8157,0.7494,0.7606,0.8667
24,0.8203,0.8361,0.9341,0.5677,0.6312,0.7273,0.5718,0.6535,0.7719,0.7067,0.6972,0.8295
25,0.7940,0.8108,0.9282,0.5503,0.6089,0.7040,0.6291,0.6862,0.8058,0.7250,0.7271,0.8632
26,0.8806,0.8579,0.9463,0.6051,0.6552,0.7385,0.6504,0.6932,0.8063,0.7290,0.7376,0.8641
27,0.9075,0.8709,0.9504,0.6505,0.6608,0.7517,0.6495,0.6927,0.8002,0.7422,0.7460,0.8685
28,0.9124,0.8737,0.9504,0.6356,0.6641,0.7564,0.6387,0.7204,0.8220,0.7730,0.7668,0.8811
29,0.9075,0.8741,0.9504,0.6445,0.6733,0.7667,0.6484,0.7169,0.8251,0.7498,0.7694,0.8781
30,0.8951,0.8738,0.9498,0.6366,0.6648,0.7594,0.6449,0.7091,0.8246,0.7378,0.7643,0.8884
31,0.7760,0.8021,0.9240,0.5545,0.6104,0.7197,0.6418,0.7162,0.8152,0.7598,0.7496,0.8653
32,0.8562,0.8460,0.9405,0.6209,0.6559,0.7459,0.4793,0.6170,0.7533,0.6456,0.6491,0.8068
33,0.8506,0.8464,0.9419,0.6233,0.6545,0.7513,0.6814,0.7003,0.8144,0.7641,0.7514,0.8628
34,0.9030,0.8702,0.9497,0.6328,0.6751,0.7630,0.6841,0.7316,0.8171,0.7603,0.7812,0.8738
35,0.9078,0.8759,0.9516,0.6486,0.6853,0.7656,0.6647,0.7278,0.8247,0.7731,0.7870,0.8867
36,0.8646,0.8583,0.9442,0.6367,0.6749,0.7700,0.6752,0.7319,0.8335,0.7823,0.7820,0.8957
37,0.8903,0.8682,0.9487,0.6469,0.6806,0.7650,0.6860,0.7587,0.8384,0.7855,0.8077,0.8986
38,0.8964,0.8769,0.9527,0.6545,0.6903,0.7747,0.5861,0.7117,0.8249,0.6594,0.7555,0.8768
39,0.8123,0.8149,0.9268,0.6049,0.6347,0.7393,0.6480,0.7193,0.8245,0.7545,0.7673,0.8830
40,0.8914,0.8672,0.9501,0.6566,0.6836,0.7694,0.6676,0.7166,0.8211,0.7875,0.7757,0.8846
41,0.8250,0.8400,0.9366,0.6229,0.6516,0.7431,0.6038,0.7296,0.8213,0.7361,0.7768,0.8857
42,0.8753,0.8598,0.9479,0.6409,0.6765,0.7647,0.6852,0.7238,0.8334,0.8037,0.7761,0.8927
43,0.9082,0.8769,0.9533,0.6694,0.6785,0.7698,0.6820,0.7199,0.8414,0.8062,0.7663,0.8893
44,0.9107,0.8807,0.9551,0.6731,0.6875,0.7784,0.6815,0.7332,0.8397,0.8134,0.7841,0.8988
45,0.8874,0.8749,0.9531,0.6532,0.6842,0.7725,0.5984,0.7253,0.8399,0.7475,0.7814,0.9024
46,0.8565,0.8565,0.9481,0.6426,0.6881,0.7797,0.6855,0.7549,0.8431,0.8007,0.8050,0.9094
47,0.9131,0.8826,0.9574,0.6748,0.7062,0.7931,0.6534,0.7349,0.8365,0.7792,0.8018,0.9100
48,0.9127,0.8849,0.9569,0.6837,0.6899,0.7907,0.5950,0.6669,0.8004,0.7001,0.7120,0.8626
49,0.8129,0.8301,0.9382,0.6038,0.6505,0.7477,0.6719,0.7498,0.8402,0.7908,0.7975,0.8988
50,0.9001,0.8782,0.9540,0.6751,0.7081,0.7921,0.6509,0.7338,0.8305,0.7943,0.8020,0.9108
51,0.9079,0.8850,0.9565,0.6665,0.7042,0.7932,0.6647,0.7394,0.8342,0.7962,0.7960,0.9066
52,0.9181,0.8882,0.9581,0.6861,0.7003,0.7847,0.6778,0.7470,0.8415,0.8113,0.8045,0.9054
53,0.8046,0.8217,0.9312,0.5957,0.6575,0.7534,0.6611,0.7477,0.8503,0.7875,0.7925,0.9076
54,0.8760,0.8688,0.9502,0.6693,0.6978,0.7777,0.6671,0.7468,0.8337,0.8104,0.8064,0.9073
55,0.9057,0.8821,0.9565,0.6659,0.6954,0.7867,0.6481,0.7385,0.8333,0.7776,0.8025,0.9082
56,0.9120,0.8883,0.9584,0.6631,0.7023,0.7915,0.6633,0.7427,0.8304,0.7813,0.7981,0.9059
57,0.9105,0.8897,0.9568,0.6728,0.7098,0.7954,0.6748,0.7235,0.8338,0.8073,0.7937,0.9083
58,0.8324,0.8529,0.9430,0.6350,0.6768,0.7716,0.6785,0.7370,0.8348,0.7753,0.7840,0.8940
59,0.8901,0.8772,0.9554,0.6688,0.6957,0.7825,0.6730,0.7417,0.8499,0.7849,0.7980,0.9177
60,0.9094,0.8887,0.9587,0.6841,0.7063,0.7955,0.6965,0.7206,0.8435,0.8028,0.7692,0.8990
61,0.8613,0.8584,0.9434,0.6334,0.6784,0.7797,0.5474,0.6663,0.7872,0.6941,0.7244,0.8624
62,0.8389,0.8512,0.9431,0.6360,0.6757,0.7785,0.6709,0.7356,0.8386,0.8007,0.7855,0.8989
63,0.8995,0.8836,0.9562,0.6665,0.7017,0.7942,0.6487,0.7266,0.8250,0.7844,0.7872,0.9030
64,0.8904,0.8780,0.9568,0.6637,0.6961,0.7844,0.6686,0.7326,0.8385,0.8034,0.7933,0.8993
65,0.8963,0.8865,0.9578,0.6600,0.6979,0.7947,0.6473,0.7432,0.8432,0.7533,0.8028,0.9089
66,0.9144,0.8931,0.9601,0.6753,0.7021,0.7915,0.6890,0.7535,0.8475,0.8086,0.8115,0.9055
67,0.9011,0.8874,0.9587,0.6605,0.7050,0.7897,0.6391,0.7242,0.8106,0.7693,0.7904,0.8926
