,ensemble,model_0,model_1
DSC0,0.0019057962344959378,0.0018476872937753797,0.0018473780946806073
DSC1,0.24540568888187408,0.2498900145292282,0.20005491375923157
DSC2,0.10487068444490433,0.09089430421590805,0.11312837153673172
DSC3,0.13840262591838837,0.1674099564552307,0.09379345178604126
