,ensemble,model_0,model_1
DSC0,0.9967008829116821,0.9966111183166504,0.9963961243629456
DSC1,0.6659734845161438,0.6549332737922668,0.6619700789451599
DSC2,0.7183610200881958,0.7154541015625,0.693230152130127
DSC3,0.8147719502449036,0.7961639165878296,0.8119796514511108
