epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1013,0.0146,0.0661,0.0000,0.0000,0.0000,0.1886,0.0307,0.0410,0.0000,0.0000,0.0123
1,0.1567,0.0117,0.2233,0.0000,0.0000,0.0000,0.1886,0.0307,0.3383,0.0000,0.0000,0.3613
2,0.1533,0.0091,0.5716,0.0000,0.0000,0.0000,0.1843,0.0180,0.5551,0.0001,0.0004,0.6127
3,0.1444,0.0125,0.8189,0.0000,0.0000,0.0000,0.1321,0.0307,0.5179,0.0003,0.0000,0.5590
4,0.1506,0.0118,0.8264,0.0000,0.0000,0.0000,0.2585,0.0267,0.6677,0.3248,0.0004,0.7026
5,0.4427,0.0302,0.8013,0.0000,0.0000,0.0000,0.3633,0.0733,0.6204,0.4886,0.0656,0.6590
6,0.5886,0.2247,0.7865,0.0000,0.0000,0.0000,0.4395,0.2276,0.5211,0.5590,0.2382,0.5906
7,0.6825,0.6096,0.8620,0.0000,0.0000,0.0000,0.4124,0.5656,0.7400,0.5424,0.5986,0.7881
8,0.7066,0.7428,0.8961,0.0000,0.0000,0.0000,0.5379,0.6295,0.7624,0.7253,0.6736,0.8167
9,0.7182,0.7757,0.9000,0.0000,0.0000,0.0000,0.5142,0.6128,0.7811,0.6492,0.6433,0.8231
10,0.7367,0.7890,0.9166,0.0000,0.0000,0.0000,0.5740,0.6492,0.7733,0.7078,0.6969,0.8521
11,0.7914,0.8256,0.9316,0.0000,0.0000,0.0000,0.5855,0.6744,0.7948,0.7079,0.7196,0.8584
12,0.8314,0.8396,0.9370,0.0000,0.0000,0.0000,0.5822,0.6946,0.8065,0.7120,0.7380,0.8625
13,0.8240,0.8422,0.9392,0.0000,0.0000,0.0000,0.5771,0.6344,0.7728,0.6900,0.6747,0.8412
14,0.8643,0.8515,0.9398,0.0000,0.0000,0.0000,0.5438,0.7007,0.8116,0.7303,0.7343,0.8641
15,0.7542,0.7964,0.9195,0.0000,0.0000,0.0000,0.4523,0.5065,0.6163,0.4920,0.5566,0.6918
16,0.7883,0.8127,0.9262,0.0000,0.0000,0.0000,0.5868,0.7108,0.8070,0.6948,0.7544,0.8596
17,0.8123,0.8351,0.9353,0.0000,0.0000,0.0000,0.5979,0.7050,0.7801,0.7143,0.7544,0.8478
18,0.8560,0.8563,0.9448,0.0000,0.0000,0.0000,0.6023,0.6568,0.7701,0.6976,0.7142,0.8500
19,0.8210,0.8221,0.9264,0.0000,0.0000,0.0000,0.4559,0.5352,0.6297,0.5492,0.5790,0.7105
20,0.8285,0.8358,0.9386,0.0000,0.0000,0.0000,0.5912,0.6612,0.7545,0.6211,0.6974,0.8141
21,0.8686,0.8565,0.9443,0.0000,0.0000,0.0000,0.5640,0.6443,0.7555,0.6815,0.6745,0.7985
22,0.7974,0.8340,0.9361,0.0000,0.0000,0.0000,0.5577,0.6761,0.7244,0.6076,0.7269,0.7882
23,0.8702,0.8575,0.9448,0.0000,0.0000,0.0000,0.5847,0.7047,0.7931,0.6583,0.7583,0.8528
24,0.9030,0.8739,0.9509,0.0000,0.0000,0.0000,0.5641,0.6545,0.7699,0.6401,0.7063,0.8306
25,0.9059,0.8729,0.9505,0.0000,0.0000,0.0000,0.5177,0.6996,0.7843,0.5618,0.7514,0.8533
26,0.8141,0.8355,0.9362,0.0000,0.0000,0.0000,0.2616,0.3986,0.6203,0.1559,0.4111,0.6713
27,0.8253,0.8261,0.9353,0.0000,0.0000,0.0000,0.6353,0.7066,0.8044,0.7052,0.7501,0.8655
28,0.8884,0.8632,0.9480,0.0000,0.0000,0.0000,0.6071,0.7128,0.8031,0.6897,0.7663,0.8701
29,0.9031,0.8714,0.9503,0.0000,0.0000,0.0000,0.6075,0.6954,0.8001,0.7044,0.7576,0.8692
30,0.8726,0.8571,0.9454,0.0000,0.0000,0.0000,0.5564,0.6364,0.7663,0.6863,0.6740,0.8105
31,0.7813,0.8066,0.9252,0.0000,0.0000,0.0000,0.6194,0.7213,0.8139,0.6864,0.7496,0.8651
32,0.8795,0.8596,0.9480,0.0000,0.0000,0.0000,0.6303,0.7046,0.8097,0.6869,0.7443,0.8651
33,0.8993,0.8696,0.9499,0.0000,0.0000,0.0000,0.6134,0.7130,0.8094,0.6650,0.7544,0.8652
34,0.9072,0.8783,0.9523,0.0000,0.0000,0.0000,0.6282,0.6907,0.7990,0.6895,0.7330,0.8585
35,0.8946,0.8771,0.9513,0.0000,0.0000,0.0000,0.6129,0.6803,0.8023,0.6998,0.7210,0.8646
36,0.8198,0.8304,0.9349,0.0000,0.0000,0.0000,0.5669,0.6259,0.7488,0.7057,0.6566,0.8037
37,0.8130,0.8271,0.9333,0.0000,0.0000,0.0000,0.6218,0.6968,0.7869,0.6449,0.7350,0.8547
