,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_p,0.7426421940326691,0.7554746270179749,0.8688497543334961,27.800393104553223,11.439908981323242,11.071807861328125,7.469338417053222,8.592630705663137,0.8586627244949341
